pert_id,rna_plate,average_precision,top1_correct,top5_hit,cell_line,method
BRD-K82928847,LJP008_A375_24H_X1_B20,0.23017889404751166,1.0,1.0,A375,shrinkage_lda
BRD-K86797399,LJP008_A375_24H_X1_B20,0.5942857142857143,1.0,1.0,A375,shrinkage_lda
BRD-K87142802,LJP008_A375_24H_X1_B20,0.05186528354612111,0.0,0.0,A375,shrinkage_lda
BRD-K92428232,LJP008_A375_24H_X1_B20,0.16424924924924925,0.0,1.0,A375,shrinkage_lda
BRD-A58280226,LJP008_A375_24H_X2_B20,0.11608169608169609,0.0,0.0,A375,shrinkage_lda
BRD-A61304759,LJP008_A375_24H_X2_B20,0.7382508558979147,1.0,1.0,A375,shrinkage_lda
BRD-K02113016,LJP008_A375_24H_X2_B20,0.3525524311303297,1.0,1.0,A375,shrinkage_lda
BRD-K02708799,LJP008_A375_24H_X2_B20,0.803748237635454,1.0,1.0,A375,shrinkage_lda
BRD-K08109215,LJP008_A375_24H_X2_B20,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K11153516,LJP008_A375_24H_X2_B20,0.31691830896376355,1.0,1.0,A375,shrinkage_lda
BRD-K12787259,LJP008_A375_24H_X2_B20,0.13287836917778045,0.0,0.0,A375,shrinkage_lda
BRD-K17743125,LJP008_A375_24H_X2_B20,0.41571428571428565,0.0,1.0,A375,shrinkage_lda
BRD-K36740062,LJP008_A375_24H_X2_B20,0.2230546981108779,0.0,1.0,A375,shrinkage_lda
BRD-K49328571,LJP008_A375_24H_X2_B20,0.4944048775768299,1.0,1.0,A375,shrinkage_lda
BRD-K49865102,LJP008_A375_24H_X2_B20,0.28649041907745626,1.0,1.0,A375,shrinkage_lda
BRD-K54256913,LJP008_A375_24H_X2_B20,0.7944444444444445,1.0,1.0,A375,shrinkage_lda
BRD-K56301217,LJP008_A375_24H_X2_B20,0.5368872895514716,1.0,1.0,A375,shrinkage_lda
BRD-K79090631,LJP008_A375_24H_X2_B20,0.5334249779173311,1.0,1.0,A375,shrinkage_lda
BRD-K79254416,LJP008_A375_24H_X2_B20,0.26351675958427967,1.0,1.0,A375,shrinkage_lda
BRD-K82928847,LJP008_A375_24H_X2_B20,0.5391423001949317,1.0,1.0,A375,shrinkage_lda
BRD-K86797399,LJP008_A375_24H_X2_B20,0.5638888888888889,1.0,1.0,A375,shrinkage_lda
BRD-K87142802,LJP008_A375_24H_X2_B20,0.213844246031746,0.0,1.0,A375,shrinkage_lda
BRD-K92428232,LJP008_A375_24H_X2_B20,0.33237262307029747,0.0,1.0,A375,shrinkage_lda
BRD-A58280226,LJP008_A375_24H_X3_B20,0.06575716979809051,0.0,0.0,A375,shrinkage_lda
BRD-A61304759,LJP008_A375_24H_X3_B20,0.8095238095238094,1.0,1.0,A375,shrinkage_lda
BRD-K02113016,LJP008_A375_24H_X3_B20,0.1508431146393926,0.0,1.0,A375,shrinkage_lda
BRD-K02708799,LJP008_A375_24H_X3_B20,0.7872599610643988,1.0,1.0,A375,shrinkage_lda
BRD-K08109215,LJP008_A375_24H_X3_B20,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K11153516,LJP008_A375_24H_X3_B20,0.011481128501714555,0.0,0.0,A375,shrinkage_lda
BRD-K12787259,LJP008_A375_24H_X3_B20,0.22795754969668014,1.0,1.0,A375,shrinkage_lda
BRD-K17743125,LJP008_A375_24H_X3_B20,0.4746031746031746,0.0,1.0,A375,shrinkage_lda
BRD-K36740062,LJP008_A375_24H_X3_B20,0.315400604686319,1.0,1.0,A375,shrinkage_lda
BRD-K49328571,LJP008_A375_24H_X3_B20,0.4213165262273368,1.0,1.0,A375,shrinkage_lda
BRD-K49865102,LJP008_A375_24H_X3_B20,0.4683924010237989,1.0,1.0,A375,shrinkage_lda
BRD-K54256913,LJP008_A375_24H_X3_B20,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K56301217,LJP008_A375_24H_X3_B20,0.1731297321371763,0.0,1.0,A375,shrinkage_lda
BRD-K79090631,LJP008_A375_24H_X3_B20,0.4722513913386749,1.0,1.0,A375,shrinkage_lda
BRD-K79254416,LJP008_A375_24H_X3_B20,0.05824508997686072,0.0,0.0,A375,shrinkage_lda
BRD-K82928847,LJP008_A375_24H_X3_B20,0.2242226512373997,1.0,1.0,A375,shrinkage_lda
BRD-K86797399,LJP008_A375_24H_X3_B20,0.4411111111111111,0.0,1.0,A375,shrinkage_lda
BRD-K87142802,LJP008_A375_24H_X3_B20,0.07314959550253668,0.0,1.0,A375,shrinkage_lda
BRD-K92428232,LJP008_A375_24H_X3_B20,0.18374178978399158,0.0,1.0,A375,shrinkage_lda
BRD-A61304759,LJP009_A375_24H_X1_B20,0.7261904761904762,1.0,1.0,A375,shrinkage_lda
BRD-K02113016,LJP009_A375_24H_X1_B20,0.034091166442996534,0.0,0.0,A375,shrinkage_lda
BRD-K02123250,LJP009_A375_24H_X1_B20,0.04828380789479188,0.0,0.0,A375,shrinkage_lda
BRD-K02708799,LJP009_A375_24H_X1_B20,0.7972624794140794,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,LJP009_A375_24H_X1_B20,0.7583333333333333,1.0,1.0,A375,shrinkage_lda
BRD-K09951645,LJP009_A375_24H_X1_B20,0.13576923076923075,0.0,0.0,A375,shrinkage_lda
BRD-K11267252,LJP009_A375_24H_X1_B20,0.33611295681063125,1.0,1.0,A375,shrinkage_lda
BRD-K16730910,LJP009_A375_24H_X1_B20,0.8833333333333334,1.0,1.0,A375,shrinkage_lda
BRD-K45746021,LJP009_A375_24H_X1_B20,0.12050610803419795,0.0,1.0,A375,shrinkage_lda
BRD-K49328571,LJP009_A375_24H_X1_B20,0.3132630592999694,0.0,1.0,A375,shrinkage_lda
BRD-K49865102,LJP009_A375_24H_X1_B20,0.366543440074623,1.0,1.0,A375,shrinkage_lda
BRD-K52751261,LJP009_A375_24H_X1_B20,0.057916213298378906,0.0,0.0,A375,shrinkage_lda
BRD-K70511574,LJP009_A375_24H_X1_B20,0.3867243867243867,0.0,1.0,A375,shrinkage_lda
BRD-K83963101,LJP009_A375_24H_X1_B20,0.23492632255156468,1.0,1.0,A375,shrinkage_lda
BRD-K87142802,LJP009_A375_24H_X1_B20,0.44078421578421567,1.0,1.0,A375,shrinkage_lda
BRD-K93123848,LJP009_A375_24H_X1_B20,0.5096741854636593,1.0,1.0,A375,shrinkage_lda
BRD-A61304759,LJP009_A375_24H_X2_B20,0.6814402528688243,1.0,1.0,A375,shrinkage_lda
BRD-K02113016,LJP009_A375_24H_X2_B20,0.14479398068789914,0.0,1.0,A375,shrinkage_lda
BRD-K02123250,LJP009_A375_24H_X2_B20,0.02830283046110804,0.0,0.0,A375,shrinkage_lda
BRD-K02708799,LJP009_A375_24H_X2_B20,0.7900826997465653,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,LJP009_A375_24H_X2_B20,0.7466666666666667,1.0,1.0,A375,shrinkage_lda
BRD-K09951645,LJP009_A375_24H_X2_B20,0.06830227298312404,0.0,0.0,A375,shrinkage_lda
BRD-K11267252,LJP009_A375_24H_X2_B20,0.2770836181362497,0.0,1.0,A375,shrinkage_lda
BRD-K16730910,LJP009_A375_24H_X2_B20,0.7869230769230768,1.0,1.0,A375,shrinkage_lda
BRD-K45746021,LJP009_A375_24H_X2_B20,0.151359063521949,0.0,1.0,A375,shrinkage_lda
BRD-K49328571,LJP009_A375_24H_X2_B20,0.2808004932382356,0.0,1.0,A375,shrinkage_lda
BRD-K49865102,LJP009_A375_24H_X2_B20,0.4572521801975114,1.0,1.0,A375,shrinkage_lda
BRD-K52751261,LJP009_A375_24H_X2_B20,0.16675,0.0,1.0,A375,shrinkage_lda
BRD-K70511574,LJP009_A375_24H_X2_B20,0.387027027027027,0.0,1.0,A375,shrinkage_lda
BRD-K83963101,LJP009_A375_24H_X2_B20,0.3510338345864662,1.0,1.0,A375,shrinkage_lda
BRD-K87142802,LJP009_A375_24H_X2_B20,0.2174492785875895,0.0,1.0,A375,shrinkage_lda
BRD-K93123848,LJP009_A375_24H_X2_B20,0.2947473048398196,1.0,1.0,A375,shrinkage_lda
BRD-K02113016,LJP009_A375_24H_X3_B20,0.06459485202726835,0.0,0.0,A375,shrinkage_lda
BRD-K02123250,LJP009_A375_24H_X3_B20,0.057400289745099996,0.0,0.0,A375,shrinkage_lda
BRD-K02708799,LJP009_A375_24H_X3_B20,0.6960651044538085,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,LJP009_A375_24H_X3_B20,0.30043859649122806,0.0,1.0,A375,shrinkage_lda
BRD-K09951645,LJP009_A375_24H_X3_B20,0.3543650793650793,0.0,1.0,A375,shrinkage_lda
BRD-K11267252,LJP009_A375_24H_X3_B20,0.4338383838383838,1.0,1.0,A375,shrinkage_lda
BRD-K16730910,LJP009_A375_24H_X3_B20,0.3483333333333333,0.0,1.0,A375,shrinkage_lda
BRD-K45746021,LJP009_A375_24H_X3_B20,0.13215824897130765,0.0,1.0,A375,shrinkage_lda
BRD-K49328571,LJP009_A375_24H_X3_B20,0.16613508877408878,0.0,0.0,A375,shrinkage_lda
BRD-K49865102,LJP009_A375_24H_X3_B20,0.4973937894382312,1.0,1.0,A375,shrinkage_lda
BRD-K52751261,LJP009_A375_24H_X3_B20,0.2676365328539242,1.0,1.0,A375,shrinkage_lda
BRD-K70511574,LJP009_A375_24H_X3_B20,0.6858119658119658,1.0,1.0,A375,shrinkage_lda
BRD-K83963101,LJP009_A375_24H_X3_B20,0.012557208766909833,0.0,0.0,A375,shrinkage_lda
BRD-K87142802,LJP009_A375_24H_X3_B20,0.3100713321765953,1.0,1.0,A375,shrinkage_lda
BRD-K93123848,LJP009_A375_24H_X3_B20,0.32770562770562767,0.0,1.0,A375,shrinkage_lda
BRD-K12184916,REP.A002_A375_24H_X1_B22,0.8711111111111111,1.0,1.0,A375,shrinkage_lda
BRD-K16730910,REP.A002_A375_24H_X1_B22,0.8242424242424242,1.0,1.0,A375,shrinkage_lda
BRD-K17743125,REP.A002_A375_24H_X1_B22,0.7,1.0,1.0,A375,shrinkage_lda
BRD-K99964838,REP.A002_A375_24H_X1_B22,0.8142857142857143,1.0,1.0,A375,shrinkage_lda
BRD-K12184916,REP.A002_A375_24H_X2_B22,0.5445421245421245,0.0,1.0,A375,shrinkage_lda
BRD-K16730910,REP.A002_A375_24H_X2_B22,0.8111111111111111,1.0,1.0,A375,shrinkage_lda
BRD-K17743125,REP.A002_A375_24H_X2_B22,0.6857142857142857,1.0,1.0,A375,shrinkage_lda
BRD-K99964838,REP.A002_A375_24H_X2_B22,0.7658119658119659,1.0,1.0,A375,shrinkage_lda
BRD-K12184916,REP.A002_A375_24H_X3_B22,0.7592857142857143,1.0,1.0,A375,shrinkage_lda
BRD-K16730910,REP.A002_A375_24H_X3_B22,0.876923076923077,1.0,1.0,A375,shrinkage_lda
BRD-K17743125,REP.A002_A375_24H_X3_B22,0.6888888888888889,1.0,1.0,A375,shrinkage_lda
BRD-K99964838,REP.A002_A375_24H_X3_B22,0.8909090909090909,1.0,1.0,A375,shrinkage_lda
BRD-K33379087,REP.A003_A375_24H_X1_B22,0.592094017094017,1.0,1.0,A375,shrinkage_lda
BRD-K33379087,REP.A003_A375_24H_X2_B22,0.4516833890746934,1.0,1.0,A375,shrinkage_lda
BRD-K33379087,REP.A003_A375_24H_X3_B22,0.475,1.0,1.0,A375,shrinkage_lda
BRD-K19687926,REP.A004_A375_24H_X1_B22,0.16076051779935274,0.0,1.0,A375,shrinkage_lda
BRD-K20285085,REP.A004_A375_24H_X1_B22,0.30568965576550633,1.0,1.0,A375,shrinkage_lda
BRD-K19687926,REP.A004_A375_24H_X2_B22,0.2887537993920972,1.0,1.0,A375,shrinkage_lda
BRD-K20285085,REP.A004_A375_24H_X2_B22,0.37195496842804915,1.0,1.0,A375,shrinkage_lda
BRD-K19687926,REP.A004_A375_24H_X3_B22,0.2975445292620865,0.0,1.0,A375,shrinkage_lda
BRD-K20285085,REP.A004_A375_24H_X3_B22,0.26037638185380996,0.0,1.0,A375,shrinkage_lda
BRD-K08109215,REP.A005_A375_24H_X1_B22,0.9428571428571428,1.0,1.0,A375,shrinkage_lda
BRD-K08799216,REP.A005_A375_24H_X1_B22,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,REP.A005_A375_24H_X1_B22,0.6491666666666667,1.0,1.0,A375,shrinkage_lda
BRD-K09951645,REP.A005_A375_24H_X1_B22,0.4993788819875776,1.0,1.0,A375,shrinkage_lda
BRD-K11153516,REP.A005_A375_24H_X1_B22,0.2392168437622983,0.0,1.0,A375,shrinkage_lda
BRD-K11267252,REP.A005_A375_24H_X1_B22,0.522962962962963,1.0,1.0,A375,shrinkage_lda
BRD-K08109215,REP.A005_A375_24H_X2_B22,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K08799216,REP.A005_A375_24H_X2_B22,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,REP.A005_A375_24H_X2_B22,0.5503740065451145,1.0,1.0,A375,shrinkage_lda
BRD-K09951645,REP.A005_A375_24H_X2_B22,0.52,1.0,1.0,A375,shrinkage_lda
BRD-K11153516,REP.A005_A375_24H_X2_B22,0.24807993880283039,1.0,1.0,A375,shrinkage_lda
BRD-K11267252,REP.A005_A375_24H_X2_B22,0.7333333333333333,1.0,1.0,A375,shrinkage_lda
BRD-K08109215,REP.A005_A375_24H_X3_B22,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K08799216,REP.A005_A375_24H_X3_B22,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K09132007,REP.A005_A375_24H_X3_B22,0.4769230769230769,0.0,1.0,A375,shrinkage_lda
BRD-K09951645,REP.A005_A375_24H_X3_B22,0.47596371882086164,1.0,1.0,A375,shrinkage_lda
BRD-K11153516,REP.A005_A375_24H_X3_B22,0.5270481927710844,1.0,1.0,A375,shrinkage_lda
BRD-K11267252,REP.A005_A375_24H_X3_B22,0.5571428571428572,1.0,1.0,A375,shrinkage_lda
BRD-K23984367,REP.A006_A375_24H_X1_B22,0.7589743589743589,1.0,1.0,A375,shrinkage_lda
BRD-K23984367,REP.A006_A375_24H_X2_B22,0.4502380952380952,1.0,1.0,A375,shrinkage_lda
BRD-K23984367,REP.A006_A375_24H_X3_B22,0.80561797752809,1.0,1.0,A375,shrinkage_lda
BRD-K40175214,REP.A007_A375_24H_X1_B22,0.13721195144724557,0.0,0.0,A375,shrinkage_lda
BRD-K42191735,REP.A007_A375_24H_X1_B22,0.4497643097643097,1.0,1.0,A375,shrinkage_lda
BRD-K42805893,REP.A007_A375_24H_X1_B22,0.39556277056277056,1.0,1.0,A375,shrinkage_lda
BRD-K52911425,REP.A007_A375_24H_X1_B22,0.029560533679948365,0.0,0.0,A375,shrinkage_lda
BRD-K67868012,REP.A007_A375_24H_X1_B22,0.16333333333333333,0.0,0.0,A375,shrinkage_lda
BRD-K40175214,REP.A007_A375_24H_X2_B22,0.224406604747162,0.0,1.0,A375,shrinkage_lda
BRD-K42191735,REP.A007_A375_24H_X2_B22,0.9111111111111111,1.0,1.0,A375,shrinkage_lda
BRD-K42805893,REP.A007_A375_24H_X2_B22,0.4615384615384615,0.0,1.0,A375,shrinkage_lda
BRD-K52911425,REP.A007_A375_24H_X2_B22,0.11485981615592782,0.0,0.0,A375,shrinkage_lda
BRD-K67868012,REP.A007_A375_24H_X2_B22,0.4504093567251462,0.0,1.0,A375,shrinkage_lda
BRD-K40175214,REP.A007_A375_24H_X3_B22,0.19232646834477496,0.0,1.0,A375,shrinkage_lda
BRD-K42191735,REP.A007_A375_24H_X3_B22,0.39861111111111114,0.0,1.0,A375,shrinkage_lda
BRD-K42805893,REP.A007_A375_24H_X3_B22,0.6738095238095239,1.0,1.0,A375,shrinkage_lda
BRD-K52911425,REP.A007_A375_24H_X3_B22,0.09904951053409097,0.0,0.0,A375,shrinkage_lda
BRD-K67868012,REP.A007_A375_24H_X3_B22,0.8261904761904761,1.0,1.0,A375,shrinkage_lda
BRD-K36740062,REP.A008_A375_24H_X1_B24,0.3544152433095812,1.0,1.0,A375,shrinkage_lda
BRD-K36740062,REP.A008_A375_24H_X2_B24,0.12303720376009533,0.0,0.0,A375,shrinkage_lda
BRD-K36740062,REP.A008_A375_24H_X3_B24,0.13000138279799295,0.0,1.0,A375,shrinkage_lda
BRD-K28392481,REP.A009_A375_24H_X1_B24,0.582258064516129,1.0,1.0,A375,shrinkage_lda
BRD-K28392481,REP.A009_A375_24H_X2_B24,0.3295948203842941,1.0,1.0,A375,shrinkage_lda
BRD-K28392481,REP.A009_A375_24H_X3_B24,0.11179797979797979,0.0,0.0,A375,shrinkage_lda
BRD-K12787259,REP.A010_A375_24H_X1_B24,0.06799993987493988,0.0,0.0,A375,shrinkage_lda
BRD-K13390322,REP.A010_A375_24H_X1_B24,0.48702865761689285,1.0,1.0,A375,shrinkage_lda
BRD-K13662825,REP.A010_A375_24H_X1_B24,0.32853885245189585,1.0,1.0,A375,shrinkage_lda
BRD-K12787259,REP.A010_A375_24H_X2_B24,0.1174376909782829,0.0,1.0,A375,shrinkage_lda
BRD-K13390322,REP.A010_A375_24H_X2_B24,0.48428571428571426,0.0,1.0,A375,shrinkage_lda
BRD-K13662825,REP.A010_A375_24H_X2_B24,0.2157754010695187,0.0,1.0,A375,shrinkage_lda
BRD-K12787259,REP.A010_A375_24H_X3_B24,0.39157509157509157,0.0,1.0,A375,shrinkage_lda
BRD-K13390322,REP.A010_A375_24H_X3_B24,0.1869231903287631,0.0,0.0,A375,shrinkage_lda
BRD-K13662825,REP.A010_A375_24H_X3_B24,0.48,1.0,1.0,A375,shrinkage_lda
BRD-K05804044,REP.A011_A375_24H_X1_B24,0.3763214110963923,1.0,1.0,A375,shrinkage_lda
BRD-K05804044,REP.A011_A375_24H_X2_B24,0.30900385846038014,1.0,1.0,A375,shrinkage_lda
BRD-K05804044,REP.A011_A375_24H_X3_B24,0.18019607843137256,0.0,1.0,A375,shrinkage_lda
BRD-K02113016,REP.A012_A375_24H_X1_B24,0.21140684730182824,1.0,1.0,A375,shrinkage_lda
BRD-K02123250,REP.A012_A375_24H_X1_B24,0.04832476459629157,0.0,0.0,A375,shrinkage_lda
BRD-K03449891,REP.A012_A375_24H_X1_B24,0.09037367135406352,0.0,1.0,A375,shrinkage_lda
BRD-K02113016,REP.A012_A375_24H_X2_B22,0.07549907383202534,0.0,1.0,A375,shrinkage_lda
BRD-K02123250,REP.A012_A375_24H_X2_B22,0.1461941117563051,0.0,1.0,A375,shrinkage_lda
BRD-K03449891,REP.A012_A375_24H_X2_B22,0.025863489173832816,0.0,0.0,A375,shrinkage_lda
BRD-K02113016,REP.A012_A375_24H_X3_B22,0.09898704190190698,0.0,1.0,A375,shrinkage_lda
BRD-K02123250,REP.A012_A375_24H_X3_B22,0.032655811292875356,0.0,0.0,A375,shrinkage_lda
BRD-K03449891,REP.A012_A375_24H_X3_B22,0.08511513201947749,0.0,1.0,A375,shrinkage_lda
BRD-K37687095,REP.A014_A375_24H_X1_B23,0.23728692360271308,0.0,0.0,A375,shrinkage_lda
BRD-K60866521,REP.A014_A375_24H_X1_B23,0.1436573115155165,0.0,1.0,A375,shrinkage_lda
BRD-K37687095,REP.A014_A375_24H_X2.A2_B25,0.5809523809523809,0.0,1.0,A375,shrinkage_lda
BRD-K60866521,REP.A014_A375_24H_X2.A2_B25,0.011883507155920518,0.0,0.0,A375,shrinkage_lda
BRD-K37687095,REP.A014_A375_24H_X3_B23,0.18646358543417368,0.0,1.0,A375,shrinkage_lda
BRD-K60866521,REP.A014_A375_24H_X3_B23,0.07292378507568381,0.0,0.0,A375,shrinkage_lda
BRD-K56301217,REP.A015_A375_24H_X1_B23,0.4805128205128205,1.0,1.0,A375,shrinkage_lda
BRD-K57080016,REP.A015_A375_24H_X1_B23,0.588095238095238,1.0,1.0,A375,shrinkage_lda
BRD-K56301217,REP.A015_A375_24H_X2_B23,0.1278230965611976,0.0,1.0,A375,shrinkage_lda
BRD-K57080016,REP.A015_A375_24H_X2_B23,0.6533333333333333,1.0,1.0,A375,shrinkage_lda
BRD-K56301217,REP.A015_A375_24H_X3_B23,0.5830237358101135,1.0,1.0,A375,shrinkage_lda
BRD-K57080016,REP.A015_A375_24H_X3_B23,0.36868580765639586,1.0,1.0,A375,shrinkage_lda
BRD-A58280226,REP.A016_A375_24H_X1_B23,0.1764241990163778,0.0,1.0,A375,shrinkage_lda
BRD-K41895714,REP.A016_A375_24H_X1_B23,0.06589818661672112,0.0,1.0,A375,shrinkage_lda
BRD-K51313569,REP.A016_A375_24H_X1_B23,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K51544265,REP.A016_A375_24H_X1_B23,0.5885654885654885,1.0,1.0,A375,shrinkage_lda
BRD-K52751261,REP.A016_A375_24H_X1_B23,0.05196665549039031,0.0,0.0,A375,shrinkage_lda
BRD-K53414658,REP.A016_A375_24H_X1_B23,0.074947068078992,0.0,0.0,A375,shrinkage_lda
BRD-K54256913,REP.A016_A375_24H_X1_B23,0.7592857142857143,1.0,1.0,A375,shrinkage_lda
BRD-A58280226,REP.A016_A375_24H_X2_B23,0.3311493749695996,1.0,1.0,A375,shrinkage_lda
BRD-K41895714,REP.A016_A375_24H_X2_B23,0.014758088556165477,0.0,0.0,A375,shrinkage_lda
BRD-K51313569,REP.A016_A375_24H_X2_B23,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K51544265,REP.A016_A375_24H_X2_B23,0.09506121119024344,0.0,0.0,A375,shrinkage_lda
BRD-K52751261,REP.A016_A375_24H_X2_B23,0.04507369557314063,0.0,0.0,A375,shrinkage_lda
BRD-K53414658,REP.A016_A375_24H_X2_B23,0.09159451659451659,0.0,0.0,A375,shrinkage_lda
BRD-K54256913,REP.A016_A375_24H_X2_B23,0.8583333333333332,1.0,1.0,A375,shrinkage_lda
BRD-A58280226,REP.A016_A375_24H_X3_B23,0.05462260857422148,0.0,0.0,A375,shrinkage_lda
BRD-K41895714,REP.A016_A375_24H_X3_B23,0.03748467633099015,0.0,0.0,A375,shrinkage_lda
BRD-K51313569,REP.A016_A375_24H_X3_B23,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K51544265,REP.A016_A375_24H_X3_B23,0.6833333333333333,1.0,1.0,A375,shrinkage_lda
BRD-K52751261,REP.A016_A375_24H_X3_B23,0.2122000821701982,1.0,1.0,A375,shrinkage_lda
BRD-K53414658,REP.A016_A375_24H_X3_B23,0.1602761485826002,0.0,1.0,A375,shrinkage_lda
BRD-K54256913,REP.A016_A375_24H_X3_B23,0.8099999999999999,1.0,1.0,A375,shrinkage_lda
BRD-K64800655,REP.A018_A375_24H_X1_B24,0.6732558139534884,1.0,1.0,A375,shrinkage_lda
BRD-K66538826,REP.A018_A375_24H_X1_B24,0.7187700192184496,1.0,1.0,A375,shrinkage_lda
BRD-K64800655,REP.A018_A375_24H_X2_B23,0.5633333333333334,0.0,1.0,A375,shrinkage_lda
BRD-K66538826,REP.A018_A375_24H_X2_B23,0.01100207107483546,0.0,0.0,A375,shrinkage_lda
BRD-K64800655,REP.A018_A375_24H_X3_B24,0.4842857142857143,0.0,1.0,A375,shrinkage_lda
BRD-K66538826,REP.A018_A375_24H_X3_B24,0.4081357239251976,1.0,1.0,A375,shrinkage_lda
BRD-K04887706,REP.A019_A375_24H_X1_B24,0.010521010883728412,0.0,0.0,A375,shrinkage_lda
BRD-K45746021,REP.A019_A375_24H_X1_B24,0.3653336337351207,1.0,1.0,A375,shrinkage_lda
BRD-K49075727,REP.A019_A375_24H_X1_B24,0.17090425620592503,0.0,0.0,A375,shrinkage_lda
BRD-K49328571,REP.A019_A375_24H_X1_B24,0.24476380260377076,0.0,1.0,A375,shrinkage_lda
BRD-K49865102,REP.A019_A375_24H_X1_B24,0.4242576615233312,0.0,1.0,A375,shrinkage_lda
BRD-K04887706,REP.A019_A375_24H_X2_B24,0.021635992204959865,0.0,0.0,A375,shrinkage_lda
BRD-K45746021,REP.A019_A375_24H_X2_B24,0.160561591339215,0.0,1.0,A375,shrinkage_lda
BRD-K49075727,REP.A019_A375_24H_X2_B24,0.18091806567416321,0.0,1.0,A375,shrinkage_lda
BRD-K49328571,REP.A019_A375_24H_X2_B24,0.25835008584905317,0.0,1.0,A375,shrinkage_lda
BRD-K49865102,REP.A019_A375_24H_X2_B24,0.4522857158038346,1.0,1.0,A375,shrinkage_lda
BRD-K04887706,REP.A019_A375_24H_X3_B24,0.013506501349664366,0.0,0.0,A375,shrinkage_lda
BRD-K45746021,REP.A019_A375_24H_X3_B24,0.18881883831025292,0.0,1.0,A375,shrinkage_lda
BRD-K49075727,REP.A019_A375_24H_X3_B24,0.43030927835051547,1.0,1.0,A375,shrinkage_lda
BRD-K49328571,REP.A019_A375_24H_X3_B24,0.32365640719824545,1.0,1.0,A375,shrinkage_lda
BRD-K49865102,REP.A019_A375_24H_X3_B24,0.41564077004989697,0.0,1.0,A375,shrinkage_lda
BRD-K82928847,REP.A020_A375_24H_X1_B23,0.6691322901849217,1.0,1.0,A375,shrinkage_lda
BRD-K82928847,REP.A020_A375_24H_X2_B24,1.0,1.0,1.0,A375,shrinkage_lda
BRD-K82928847,REP.A020_A375_24H_X3_B23,0.4702974828375286,1.0,1.0,A375,shrinkage_lda
BRD-K81528515,REP.A021_A375_24H_X1_B23,0.6745421245421246,1.0,1.0,A375,shrinkage_lda
BRD-K83963101,REP.A021_A375_24H_X1_B23,0.24206754157146887,1.0,1.0,A375,shrinkage_lda
BRD-K86797399,REP.A021_A375_24H_X1_B23,0.4881313131313131,0.0,1.0,A375,shrinkage_lda
BRD-K81528515,REP.A021_A375_24H_X2_B23,0.85,1.0,1.0,A375,shrinkage_lda
BRD-K83963101,REP.A021_A375_24H_X2_B23,0.29124960777312514,1.0,1.0,A375,shrinkage_lda
BRD-K86797399,REP.A021_A375_24H_X2_B23,0.5547979797979798,1.0,1.0,A375,shrinkage_lda
BRD-K81528515,REP.A021_A375_24H_X3_B23,0.6436507936507936,1.0,1.0,A375,shrinkage_lda
BRD-K83963101,REP.A021_A375_24H_X3_B23,0.07028819432911505,0.0,0.0,A375,shrinkage_lda
BRD-K86797399,REP.A021_A375_24H_X3_B23,0.5881313131313131,1.0,1.0,A375,shrinkage_lda
BRD-K70401845,REP.A022_A375_24H_X1_B23,0.4724621212121212,1.0,1.0,A375,shrinkage_lda
BRD-K71035033,REP.A022_A375_24H_X1_B23,0.13866433897502664,0.0,1.0,A375,shrinkage_lda
BRD-K72414522,REP.A022_A375_24H_X1_B23,0.700952380952381,1.0,1.0,A375,shrinkage_lda
BRD-K76908866,REP.A022_A375_24H_X1_B23,0.09970189307903117,0.0,1.0,A375,shrinkage_lda
BRD-K79254416,REP.A022_A375_24H_X1_B23,0.669047619047619,1.0,1.0,A375,shrinkage_lda
BRD-K70401845,REP.A022_A375_24H_X2_B23,0.5010335917312662,1.0,1.0,A375,shrinkage_lda
BRD-K71035033,REP.A022_A375_24H_X2_B23,0.3164502164502164,0.0,1.0,A375,shrinkage_lda
BRD-K72414522,REP.A022_A375_24H_X2_B23,0.7059649122807017,1.0,1.0,A375,shrinkage_lda
BRD-K76908866,REP.A022_A375_24H_X2_B23,0.41302182665819026,1.0,1.0,A375,shrinkage_lda
BRD-K79254416,REP.A022_A375_24H_X2_B23,0.5101503759398496,1.0,1.0,A375,shrinkage_lda
BRD-K70401845,REP.A022_A375_24H_X3_B23,0.5373030303030303,1.0,1.0,A375,shrinkage_lda
BRD-K71035033,REP.A022_A375_24H_X3_B23,0.19716403231471724,0.0,1.0,A375,shrinkage_lda
BRD-K72414522,REP.A022_A375_24H_X3_B23,0.67,1.0,1.0,A375,shrinkage_lda
