pert_id,rna_plate,average_precision,top1_correct,top5_hit,cell_line,method
BRD-K49328571,LJP007_HT29_24H_X1_B20,0.04500754216942193,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP007_HT29_24H_X1_B20,0.028004493795640593,0.0,0.0,HT29,filzen_binary
BRD-K51544265,LJP007_HT29_24H_X1_B20,0.01610642680690898,0.0,0.0,HT29,filzen_binary
BRD-K53414658,LJP007_HT29_24H_X1_B20,0.0163296027363267,0.0,0.0,HT29,filzen_binary
BRD-K53417444,LJP007_HT29_24H_X1_B20,0.04347412008281574,0.0,0.0,HT29,filzen_binary
BRD-K57169635,LJP007_HT29_24H_X1_B20,0.014830782517205904,0.0,0.0,HT29,filzen_binary
BRD-K59317601,LJP007_HT29_24H_X1_B20,0.04614589775304061,0.0,0.0,HT29,filzen_binary
BRD-K60866521,LJP007_HT29_24H_X1_B20,0.014263198345741435,0.0,0.0,HT29,filzen_binary
BRD-K71035033,LJP007_HT29_24H_X1_B20,0.027778494513562187,0.0,0.0,HT29,filzen_binary
BRD-K73319509,LJP007_HT29_24H_X1_B20,0.028696924720635897,0.0,0.0,HT29,filzen_binary
BRD-K74065929,LJP007_HT29_24H_X1_B20,0.04829211849099731,0.0,0.0,HT29,filzen_binary
BRD-K74514084,LJP007_HT29_24H_X1_B20,0.06654749619145904,0.0,0.0,HT29,filzen_binary
BRD-K77625799,LJP007_HT29_24H_X1_B20,0.0707391994607491,0.0,1.0,HT29,filzen_binary
BRD-K79090631,LJP007_HT29_24H_X1_B20,0.030676720455773895,0.0,0.0,HT29,filzen_binary
BRD-K80700417,LJP007_HT29_24H_X1_B20,0.11377772508390487,0.0,0.0,HT29,filzen_binary
BRD-K93918653,LJP007_HT29_24H_X1_B20,0.4585519606515952,1.0,1.0,HT29,filzen_binary
BRD-K99964838,LJP007_HT29_24H_X1_B20,0.010940206600088116,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP007_HT29_24H_X2_B20,0.014053696332897919,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP007_HT29_24H_X2_B20,0.026538466596968017,0.0,0.0,HT29,filzen_binary
BRD-K05804044,LJP007_HT29_24H_X2_B20,0.03790546448604179,0.0,0.0,HT29,filzen_binary
BRD-K13662825,LJP007_HT29_24H_X2_B20,0.03089886636826699,0.0,0.0,HT29,filzen_binary
BRD-K28392481,LJP007_HT29_24H_X2_B20,0.015134484959175248,0.0,0.0,HT29,filzen_binary
BRD-K33379087,LJP007_HT29_24H_X2_B20,0.01087494758801119,0.0,0.0,HT29,filzen_binary
BRD-K40738845,LJP007_HT29_24H_X2_B20,0.013725144969171117,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP007_HT29_24H_X2_B20,0.04517927324273278,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP007_HT29_24H_X2_B20,0.06889448137493541,0.0,0.0,HT29,filzen_binary
BRD-K51544265,LJP007_HT29_24H_X2_B20,0.028103817920850722,0.0,0.0,HT29,filzen_binary
BRD-K53414658,LJP007_HT29_24H_X2_B20,0.0163296027363267,0.0,0.0,HT29,filzen_binary
BRD-K53417444,LJP007_HT29_24H_X2_B20,0.04351886281212223,0.0,0.0,HT29,filzen_binary
BRD-K57169635,LJP007_HT29_24H_X2_B20,0.014830782517205904,0.0,0.0,HT29,filzen_binary
BRD-K59317601,LJP007_HT29_24H_X2_B20,0.046152422101910597,0.0,0.0,HT29,filzen_binary
BRD-K60866521,LJP007_HT29_24H_X2_B20,0.014263198345741435,0.0,0.0,HT29,filzen_binary
BRD-K71035033,LJP007_HT29_24H_X2_B20,0.027778494513562187,0.0,0.0,HT29,filzen_binary
BRD-K73319509,LJP007_HT29_24H_X2_B20,0.028696924720635897,0.0,0.0,HT29,filzen_binary
BRD-K74065929,LJP007_HT29_24H_X2_B20,0.04829211849099731,0.0,0.0,HT29,filzen_binary
BRD-K74514084,LJP007_HT29_24H_X2_B20,0.06654749619145904,0.0,0.0,HT29,filzen_binary
BRD-K77625799,LJP007_HT29_24H_X2_B20,0.07079757270643969,0.0,1.0,HT29,filzen_binary
BRD-K79090631,LJP007_HT29_24H_X2_B20,0.030780392076789457,0.0,0.0,HT29,filzen_binary
BRD-K80700417,LJP007_HT29_24H_X2_B20,0.11377772508390487,0.0,0.0,HT29,filzen_binary
BRD-K93918653,LJP007_HT29_24H_X2_B20,0.4585519606515952,1.0,1.0,HT29,filzen_binary
BRD-K99964838,LJP007_HT29_24H_X2_B20,0.010940206600088116,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP007_HT29_24H_X3_B20,0.014053696332897919,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP007_HT29_24H_X3_B20,0.019207720984604108,0.0,0.0,HT29,filzen_binary
BRD-K05804044,LJP007_HT29_24H_X3_B20,0.013004867457213715,0.0,0.0,HT29,filzen_binary
BRD-K13662825,LJP007_HT29_24H_X3_B20,0.030272817917194817,0.0,0.0,HT29,filzen_binary
BRD-K28392481,LJP007_HT29_24H_X3_B20,0.01471666079613268,0.0,0.0,HT29,filzen_binary
BRD-K33379087,LJP007_HT29_24H_X3_B20,0.01087494758801119,0.0,0.0,HT29,filzen_binary
BRD-K40738845,LJP007_HT29_24H_X3_B20,0.013725144969171117,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP007_HT29_24H_X3_B20,0.027881771416427965,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP007_HT29_24H_X3_B20,0.06815023703941774,0.0,0.0,HT29,filzen_binary
BRD-K51544265,LJP007_HT29_24H_X3_B20,0.01610642680690898,0.0,0.0,HT29,filzen_binary
BRD-K53414658,LJP007_HT29_24H_X3_B20,0.0163296027363267,0.0,0.0,HT29,filzen_binary
BRD-K53417444,LJP007_HT29_24H_X3_B20,0.04284988130149421,0.0,0.0,HT29,filzen_binary
BRD-K57169635,LJP007_HT29_24H_X3_B20,0.014830782517205904,0.0,0.0,HT29,filzen_binary
BRD-K59317601,LJP007_HT29_24H_X3_B20,0.01492517713873932,0.0,0.0,HT29,filzen_binary
BRD-K60866521,LJP007_HT29_24H_X3_B20,0.014263198345741435,0.0,0.0,HT29,filzen_binary
BRD-K71035033,LJP007_HT29_24H_X3_B20,0.027778494513562187,0.0,0.0,HT29,filzen_binary
BRD-K73319509,LJP007_HT29_24H_X3_B20,0.028696924720635897,0.0,0.0,HT29,filzen_binary
BRD-K74065929,LJP007_HT29_24H_X3_B20,0.04829211849099731,0.0,0.0,HT29,filzen_binary
BRD-K74514084,LJP007_HT29_24H_X3_B20,0.06654749619145904,0.0,0.0,HT29,filzen_binary
BRD-K77625799,LJP007_HT29_24H_X3_B20,0.07021498273552078,0.0,1.0,HT29,filzen_binary
BRD-K79090631,LJP007_HT29_24H_X3_B20,0.030093688741354093,0.0,0.0,HT29,filzen_binary
BRD-K80700417,LJP007_HT29_24H_X3_B20,0.1132620485162481,0.0,0.0,HT29,filzen_binary
BRD-K93918653,LJP007_HT29_24H_X3_B20,0.4585519606515952,1.0,1.0,HT29,filzen_binary
BRD-K99964838,LJP007_HT29_24H_X3_B20,0.010940206600088116,0.0,0.0,HT29,filzen_binary
BRD-A58280226,LJP008_HT29_24H_X1_B20,0.016753075263733007,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP008_HT29_24H_X1_B20,0.013964251123975872,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP008_HT29_24H_X1_B20,0.018945762462654746,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP008_HT29_24H_X1_B20,0.019052308114922898,0.0,0.0,HT29,filzen_binary
BRD-K08109215,LJP008_HT29_24H_X1_B20,0.026636587318405496,0.0,0.0,HT29,filzen_binary
BRD-K11153516,LJP008_HT29_24H_X1_B20,0.012395235500316784,0.0,0.0,HT29,filzen_binary
BRD-K12787259,LJP008_HT29_24H_X1_B20,0.013741368240316775,0.0,0.0,HT29,filzen_binary
BRD-K17743125,LJP008_HT29_24H_X1_B20,0.14537578260982514,0.0,0.0,HT29,filzen_binary
BRD-K36740062,LJP008_HT29_24H_X1_B20,0.03675069859167296,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP008_HT29_24H_X1_B20,0.027706133375452364,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP008_HT29_24H_X1_B20,0.027827959124848742,0.0,0.0,HT29,filzen_binary
BRD-K54256913,LJP008_HT29_24H_X1_B20,0.01770539811895855,0.0,0.0,HT29,filzen_binary
BRD-K56301217,LJP008_HT29_24H_X1_B20,0.009851307633967354,0.0,0.0,HT29,filzen_binary
BRD-K77908580,LJP008_HT29_24H_X1_B20,0.03894373104178439,0.0,0.0,HT29,filzen_binary
BRD-K79090631,LJP008_HT29_24H_X1_B20,0.029937263282534224,0.0,0.0,HT29,filzen_binary
BRD-K79254416,LJP008_HT29_24H_X1_B20,0.031346850282777054,0.0,0.0,HT29,filzen_binary
BRD-K82928847,LJP008_HT29_24H_X1_B20,0.12978564307078763,0.0,0.0,HT29,filzen_binary
BRD-K86797399,LJP008_HT29_24H_X1_B20,0.020931416027852652,0.0,0.0,HT29,filzen_binary
BRD-K87142802,LJP008_HT29_24H_X1_B20,0.01131792338498667,0.0,0.0,HT29,filzen_binary
BRD-K92428232,LJP008_HT29_24H_X1_B20,0.3063658340048348,0.0,1.0,HT29,filzen_binary
BRD-A58280226,LJP008_HT29_24H_X2_B20,0.01674270289572139,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP008_HT29_24H_X2_B20,0.012896960788332416,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP008_HT29_24H_X2_B20,0.01893525517059405,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP008_HT29_24H_X2_B20,0.02582347893437009,0.0,0.0,HT29,filzen_binary
BRD-K08109215,LJP008_HT29_24H_X2_B20,0.02672614422614423,0.0,0.0,HT29,filzen_binary
BRD-K11153516,LJP008_HT29_24H_X2_B20,0.01238452083193577,0.0,0.0,HT29,filzen_binary
BRD-K12787259,LJP008_HT29_24H_X2_B20,0.013730583080696416,0.0,0.0,HT29,filzen_binary
BRD-K17743125,LJP008_HT29_24H_X2_B20,0.14810455199449507,0.0,0.0,HT29,filzen_binary
BRD-K36740062,LJP008_HT29_24H_X2_B20,0.03677404126207445,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP008_HT29_24H_X2_B20,0.044074545636016364,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP008_HT29_24H_X2_B20,0.06781074681601515,0.0,0.0,HT29,filzen_binary
BRD-K54256913,LJP008_HT29_24H_X2_B20,0.01769424984694071,0.0,0.0,HT29,filzen_binary
BRD-K56301217,LJP008_HT29_24H_X2_B20,0.015892469066792606,0.0,0.0,HT29,filzen_binary
BRD-K77908580,LJP008_HT29_24H_X2_B20,0.039009863804384357,0.0,0.0,HT29,filzen_binary
BRD-K79254416,LJP008_HT29_24H_X2_B20,0.031346850282777054,0.0,0.0,HT29,filzen_binary
BRD-K82928847,LJP008_HT29_24H_X2_B20,0.13265059015059016,0.0,0.0,HT29,filzen_binary
BRD-K86797399,LJP008_HT29_24H_X2_B20,0.21190813914218168,0.0,1.0,HT29,filzen_binary
BRD-K87142802,LJP008_HT29_24H_X2_B20,0.01131792338498667,0.0,0.0,HT29,filzen_binary
BRD-K92428232,LJP008_HT29_24H_X2_B20,0.21108547185928167,1.0,1.0,HT29,filzen_binary
BRD-A58280226,LJP008_HT29_24H_X3_B20,0.016762555059917385,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP008_HT29_24H_X3_B20,0.013970216999169761,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP008_HT29_24H_X3_B20,0.018956275246199535,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP008_HT29_24H_X3_B20,0.019055764782142635,0.0,0.0,HT29,filzen_binary
BRD-K08109215,LJP008_HT29_24H_X3_B20,0.012254081834252611,0.0,0.0,HT29,filzen_binary
BRD-K11153516,LJP008_HT29_24H_X3_B20,0.012405050246973637,0.0,0.0,HT29,filzen_binary
BRD-K12787259,LJP008_HT29_24H_X3_B20,0.013751252104907833,0.0,0.0,HT29,filzen_binary
BRD-K17743125,LJP008_HT29_24H_X3_B20,0.018321078510334945,0.0,0.0,HT29,filzen_binary
BRD-K36740062,LJP008_HT29_24H_X3_B20,0.013450519602408024,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP008_HT29_24H_X3_B20,0.027711329669158763,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP008_HT29_24H_X3_B20,0.027833192534938756,0.0,0.0,HT29,filzen_binary
BRD-K54256913,LJP008_HT29_24H_X3_B20,0.01771563877436049,0.0,0.0,HT29,filzen_binary
BRD-K56301217,LJP008_HT29_24H_X3_B20,0.015914006488609828,0.0,0.0,HT29,filzen_binary
BRD-K77908580,LJP008_HT29_24H_X3_B20,0.038368368368368364,0.0,0.0,HT29,filzen_binary
BRD-K79090631,LJP008_HT29_24H_X3_B20,0.029382238405304375,0.0,0.0,HT29,filzen_binary
BRD-K79254416,LJP008_HT29_24H_X3_B20,0.031358302412873254,0.0,0.0,HT29,filzen_binary
BRD-K82928847,LJP008_HT29_24H_X3_B20,0.023134730460686197,0.0,0.0,HT29,filzen_binary
BRD-K86797399,LJP008_HT29_24H_X3_B20,0.020414567664398222,0.0,0.0,HT29,filzen_binary
BRD-K87142802,LJP008_HT29_24H_X3_B20,0.011329611635956794,0.0,0.0,HT29,filzen_binary
BRD-K92428232,LJP008_HT29_24H_X3_B20,0.3063776025874267,0.0,1.0,HT29,filzen_binary
BRD-A61304759,LJP009_HT29_24H_X1_B20,0.013937380260065437,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP009_HT29_24H_X1_B20,0.01893525517059405,0.0,0.0,HT29,filzen_binary
BRD-K02123250,LJP009_HT29_24H_X1_B20,0.015919808411360585,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP009_HT29_24H_X1_B20,0.0254801477306922,0.0,0.0,HT29,filzen_binary
BRD-K09132007,LJP009_HT29_24H_X1_B20,0.01376396310351113,0.0,0.0,HT29,filzen_binary
BRD-K09951645,LJP009_HT29_24H_X1_B20,0.01859256416050093,0.0,0.0,HT29,filzen_binary
BRD-K11267252,LJP009_HT29_24H_X1_B20,0.013926630679232194,0.0,0.0,HT29,filzen_binary
BRD-K16730910,LJP009_HT29_24H_X1_B20,0.012098717963380936,0.0,0.0,HT29,filzen_binary
BRD-K19477839,LJP009_HT29_24H_X1_B20,0.014355071645520186,0.0,0.0,HT29,filzen_binary
BRD-K37764012,LJP009_HT29_24H_X1_B20,0.01676432894780644,0.0,0.0,HT29,filzen_binary
BRD-K45746021,LJP009_HT29_24H_X1_B20,0.02225025471474045,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP009_HT29_24H_X1_B20,0.0433194808532154,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP009_HT29_24H_X1_B20,0.06675768162740148,0.0,0.0,HT29,filzen_binary
BRD-K52751261,LJP009_HT29_24H_X1_B20,0.018985123913573723,0.0,0.0,HT29,filzen_binary
BRD-K70511574,LJP009_HT29_24H_X1_B20,0.04355372647592762,0.0,0.0,HT29,filzen_binary
BRD-K79090631,LJP009_HT29_24H_X1_B20,0.01478632928852733,0.0,0.0,HT29,filzen_binary
BRD-K83963101,LJP009_HT29_24H_X1_B20,0.026075559336453863,0.0,0.0,HT29,filzen_binary
BRD-K87142802,LJP009_HT29_24H_X1_B20,0.011307228483780818,0.0,0.0,HT29,filzen_binary
BRD-K93123848,LJP009_HT29_24H_X1_B20,0.15318005033173188,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP009_HT29_24H_X2_B20,0.013895731237301515,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP009_HT29_24H_X2_B20,0.018894244172945343,0.0,0.0,HT29,filzen_binary
BRD-K02123250,LJP009_HT29_24H_X2_B20,0.015903872156380505,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP009_HT29_24H_X2_B20,0.018960476778164703,0.0,0.0,HT29,filzen_binary
BRD-K09132007,LJP009_HT29_24H_X2_B20,0.013747769296023116,0.0,0.0,HT29,filzen_binary
BRD-K09951645,LJP009_HT29_24H_X2_B20,0.0138119292143641,0.0,0.0,HT29,filzen_binary
BRD-K11267252,LJP009_HT29_24H_X2_B20,0.013910173024777105,0.0,0.0,HT29,filzen_binary
BRD-K16730910,LJP009_HT29_24H_X2_B20,0.013241885571750604,0.0,0.0,HT29,filzen_binary
BRD-K19477839,LJP009_HT29_24H_X2_B20,0.014338343642843707,0.0,0.0,HT29,filzen_binary
BRD-K37764012,LJP009_HT29_24H_X2_B20,0.038974921432017605,0.0,0.0,HT29,filzen_binary
BRD-K45746021,LJP009_HT29_24H_X2_B20,0.022233249647230332,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP009_HT29_24H_X2_B20,0.04292201623555603,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP009_HT29_24H_X2_B20,0.06618058847410747,0.0,0.0,HT29,filzen_binary
BRD-K52751261,LJP009_HT29_24H_X2_B20,0.018967690161830347,0.0,0.0,HT29,filzen_binary
BRD-K70511574,LJP009_HT29_24H_X2_B20,0.04353614622206875,0.0,0.0,HT29,filzen_binary
BRD-K83963101,LJP009_HT29_24H_X2_B20,0.026075559336453863,0.0,0.0,HT29,filzen_binary
BRD-K87142802,LJP009_HT29_24H_X2_B20,0.011275739076677024,0.0,0.0,HT29,filzen_binary
BRD-K93123848,LJP009_HT29_24H_X2_B20,0.15318005033173188,0.0,0.0,HT29,filzen_binary
BRD-A61304759,LJP009_HT29_24H_X3_B20,0.013895731237301515,0.0,0.0,HT29,filzen_binary
BRD-K02113016,LJP009_HT29_24H_X3_B20,0.018894244172945343,0.0,0.0,HT29,filzen_binary
BRD-K02123250,LJP009_HT29_24H_X3_B20,0.015903872156380505,0.0,0.0,HT29,filzen_binary
BRD-K02708799,LJP009_HT29_24H_X3_B20,0.025342862735862833,0.0,0.0,HT29,filzen_binary
BRD-K09132007,LJP009_HT29_24H_X3_B20,0.013747769296023116,0.0,0.0,HT29,filzen_binary
BRD-K09951645,LJP009_HT29_24H_X3_B20,0.0138119292143641,0.0,0.0,HT29,filzen_binary
BRD-K11267252,LJP009_HT29_24H_X3_B20,0.013910173024777105,0.0,0.0,HT29,filzen_binary
BRD-K16730910,LJP009_HT29_24H_X3_B20,0.012067026435787767,0.0,0.0,HT29,filzen_binary
BRD-K19477839,LJP009_HT29_24H_X3_B20,0.014338343642843707,0.0,0.0,HT29,filzen_binary
BRD-K37764012,LJP009_HT29_24H_X3_B20,0.03286567070838549,0.0,0.0,HT29,filzen_binary
BRD-K45746021,LJP009_HT29_24H_X3_B20,0.022233249647230332,0.0,0.0,HT29,filzen_binary
BRD-K49328571,LJP009_HT29_24H_X3_B20,0.04316947932515829,0.0,0.0,HT29,filzen_binary
BRD-K49865102,LJP009_HT29_24H_X3_B20,0.06652708234861553,0.0,0.0,HT29,filzen_binary
BRD-K52751261,LJP009_HT29_24H_X3_B20,0.018967690161830347,0.0,0.0,HT29,filzen_binary
BRD-K70511574,LJP009_HT29_24H_X3_B20,0.04353614622206875,0.0,0.0,HT29,filzen_binary
BRD-K83963101,LJP009_HT29_24H_X3_B20,0.026075559336453863,0.0,0.0,HT29,filzen_binary
BRD-K87142802,LJP009_HT29_24H_X3_B20,0.011275739076677024,0.0,0.0,HT29,filzen_binary
BRD-K93123848,LJP009_HT29_24H_X3_B20,0.15318005033173188,0.0,0.0,HT29,filzen_binary
BRD-K12184916,REP.A002_HT29_24H_X1_B27,0.007803667728295774,0.0,0.0,HT29,filzen_binary
BRD-K16730910,REP.A002_HT29_24H_X1_B27,0.012718157052519524,0.0,0.0,HT29,filzen_binary
BRD-K17743125,REP.A002_HT29_24H_X1_B27,0.1354735761131914,0.0,0.0,HT29,filzen_binary
BRD-K99964838,REP.A002_HT29_24H_X1_B27,0.01645087180813857,0.0,0.0,HT29,filzen_binary
BRD-K12184916,REP.A002_HT29_24H_X2_B27,0.007803667728295774,0.0,0.0,HT29,filzen_binary
BRD-K16730910,REP.A002_HT29_24H_X2_B27,0.012718157052519524,0.0,0.0,HT29,filzen_binary
BRD-K17743125,REP.A002_HT29_24H_X2_B27,0.1354735761131914,0.0,0.0,HT29,filzen_binary
BRD-K99964838,REP.A002_HT29_24H_X2_B27,0.01645087180813857,0.0,0.0,HT29,filzen_binary
BRD-K12184916,REP.A002_HT29_24H_X3_B27,0.007803667728295774,0.0,0.0,HT29,filzen_binary
BRD-K16730910,REP.A002_HT29_24H_X3_B27,0.012718157052519524,0.0,0.0,HT29,filzen_binary
BRD-K17743125,REP.A002_HT29_24H_X3_B27,0.1354735761131914,0.0,0.0,HT29,filzen_binary
BRD-K99964838,REP.A002_HT29_24H_X3_B27,0.01645087180813857,0.0,0.0,HT29,filzen_binary
BRD-K33379087,REP.A003_HT29_24H_X1_B27,0.009360470450350294,0.0,0.0,HT29,filzen_binary
BRD-K33379087,REP.A003_HT29_24H_X2_B27,0.009360470450350294,0.0,0.0,HT29,filzen_binary
BRD-K33379087,REP.A003_HT29_24H_X3_B27,0.009360470450350294,0.0,0.0,HT29,filzen_binary
BRD-K19687926,REP.A004_HT29_24H_X1_B27,0.00847653862961475,0.0,0.0,HT29,filzen_binary
BRD-K19687926,REP.A004_HT29_24H_X2_B27,0.00847653862961475,0.0,0.0,HT29,filzen_binary
BRD-K19687926,REP.A004_HT29_24H_X3_B27,0.00847653862961475,0.0,0.0,HT29,filzen_binary
BRD-K08109215,REP.A005_HT29_24H_X1_B27,0.02422019279553526,0.0,0.0,HT29,filzen_binary
BRD-K08799216,REP.A005_HT29_24H_X1_B27,0.008140918597231886,0.0,0.0,HT29,filzen_binary
BRD-K09132007,REP.A005_HT29_24H_X1_B27,0.013007993856693312,0.0,0.0,HT29,filzen_binary
BRD-K09951645,REP.A005_HT29_24H_X1_B27,0.017197731392850624,0.0,0.0,HT29,filzen_binary
BRD-K11153516,REP.A005_HT29_24H_X1_B27,0.011179799338751777,0.0,0.0,HT29,filzen_binary
BRD-K11267252,REP.A005_HT29_24H_X1_B27,0.013141049705885584,0.0,0.0,HT29,filzen_binary
BRD-K08109215,REP.A005_HT29_24H_X2_B27,0.02369082918780275,0.0,0.0,HT29,filzen_binary
BRD-K08799216,REP.A005_HT29_24H_X2_B27,0.008140918597231886,0.0,0.0,HT29,filzen_binary
BRD-K09132007,REP.A005_HT29_24H_X2_B27,0.013007993856693312,0.0,0.0,HT29,filzen_binary
BRD-K09951645,REP.A005_HT29_24H_X2_B27,0.017285527705405496,0.0,0.0,HT29,filzen_binary
BRD-K11153516,REP.A005_HT29_24H_X2_B27,0.011179799338751777,0.0,0.0,HT29,filzen_binary
BRD-K11267252,REP.A005_HT29_24H_X2_B27,0.013141049705885584,0.0,0.0,HT29,filzen_binary
BRD-K08109215,REP.A005_HT29_24H_X3_B27,0.023442097895814955,0.0,0.0,HT29,filzen_binary
BRD-K08799216,REP.A005_HT29_24H_X3_B27,0.008140918597231886,0.0,0.0,HT29,filzen_binary
BRD-K09132007,REP.A005_HT29_24H_X3_B27,0.013007993856693312,0.0,0.0,HT29,filzen_binary
BRD-K09951645,REP.A005_HT29_24H_X3_B27,0.013065537171749403,0.0,0.0,HT29,filzen_binary
BRD-K11153516,REP.A005_HT29_24H_X3_B27,0.011179799338751777,0.0,0.0,HT29,filzen_binary
BRD-K11267252,REP.A005_HT29_24H_X3_B27,0.013141049705885584,0.0,0.0,HT29,filzen_binary
BRD-K19477839,REP.A006_HT29_24H_X1_B22,0.013199328824659035,0.0,0.0,HT29,filzen_binary
BRD-K23984367,REP.A006_HT29_24H_X1_B22,0.008899350772151008,0.0,0.0,HT29,filzen_binary
BRD-K19477839,REP.A006_HT29_24H_X2_B22,0.013199328824659035,0.0,0.0,HT29,filzen_binary
BRD-K23984367,REP.A006_HT29_24H_X2_B22,0.008899350772151008,0.0,0.0,HT29,filzen_binary
BRD-K19477839,REP.A006_HT29_24H_X3_B22,0.013199328824659035,0.0,0.0,HT29,filzen_binary
BRD-K23984367,REP.A006_HT29_24H_X3_B22,0.008899350772151008,0.0,0.0,HT29,filzen_binary
BRD-K40175214,REP.A007_HT29_24H_X1_B24,0.00905158873273144,0.0,0.0,HT29,filzen_binary
BRD-K52911425,REP.A007_HT29_24H_X1_B24,0.009162983672633743,0.0,0.0,HT29,filzen_binary
BRD-K67868012,REP.A007_HT29_24H_X1_B24,0.009210528091282134,0.0,0.0,HT29,filzen_binary
BRD-K40175214,REP.A007_HT29_24H_X2_B24,0.00905158873273144,0.0,0.0,HT29,filzen_binary
BRD-K52911425,REP.A007_HT29_24H_X2_B24,0.009162983672633743,0.0,0.0,HT29,filzen_binary
BRD-K67868012,REP.A007_HT29_24H_X2_B24,0.009210528091282134,0.0,0.0,HT29,filzen_binary
BRD-K40175214,REP.A007_HT29_24H_X3_B22,0.00905158873273144,0.0,0.0,HT29,filzen_binary
BRD-K52911425,REP.A007_HT29_24H_X3_B22,0.009162983672633743,0.0,0.0,HT29,filzen_binary
BRD-K67868012,REP.A007_HT29_24H_X3_B22,0.009210528091282134,0.0,0.0,HT29,filzen_binary
BRD-K36740062,REP.A008_HT29_24H_X1_B24,0.03180106156709124,0.0,0.0,HT29,filzen_binary
BRD-K36740062,REP.A008_HT29_24H_X2_B24,0.03180106156709124,0.0,0.0,HT29,filzen_binary
BRD-K36740062,REP.A008_HT29_24H_X3_B24,0.03180106156709124,0.0,0.0,HT29,filzen_binary
BRD-K28392481,REP.A009_HT29_24H_X1_B24,0.010117333563045729,0.0,0.0,HT29,filzen_binary
BRD-K28392481,REP.A009_HT29_24H_X2_B24,0.010117333563045729,0.0,0.0,HT29,filzen_binary
BRD-K28392481,REP.A009_HT29_24H_X3_B24,0.010117333563045729,0.0,0.0,HT29,filzen_binary
BRD-K12787259,REP.A010_HT29_24H_X1_B24,0.011772023787532199,0.0,0.0,HT29,filzen_binary
BRD-K13390322,REP.A010_HT29_24H_X1_B24,0.017087055920304,0.0,0.0,HT29,filzen_binary
BRD-K13662825,REP.A010_HT29_24H_X1_B24,0.025367880568366474,0.0,0.0,HT29,filzen_binary
BRD-K12787259,REP.A010_HT29_24H_X2_B24,0.011772023787532199,0.0,0.0,HT29,filzen_binary
BRD-K13390322,REP.A010_HT29_24H_X2_B24,0.009380465958858508,0.0,0.0,HT29,filzen_binary
BRD-K13662825,REP.A010_HT29_24H_X2_B24,0.010321833999356485,0.0,0.0,HT29,filzen_binary
BRD-K12787259,REP.A010_HT29_24H_X3_B24,0.011772023787532199,0.0,0.0,HT29,filzen_binary
BRD-K13390322,REP.A010_HT29_24H_X3_B24,0.017098070652508325,0.0,0.0,HT29,filzen_binary
BRD-K13662825,REP.A010_HT29_24H_X3_B24,0.025381751732989455,0.0,0.0,HT29,filzen_binary
BRD-K05804044,REP.A011_HT29_24H_X1_B24,0.029186018188873127,0.0,0.0,HT29,filzen_binary
BRD-K07691486,REP.A011_HT29_24H_X1_B24,0.009015116932371971,0.0,0.0,HT29,filzen_binary
BRD-K05804044,REP.A011_HT29_24H_X2_B24,0.029186018188873127,0.0,0.0,HT29,filzen_binary
BRD-K07691486,REP.A011_HT29_24H_X2_B24,0.009015116932371971,0.0,0.0,HT29,filzen_binary
BRD-K05804044,REP.A011_HT29_24H_X3_B24,0.029186018188873127,0.0,0.0,HT29,filzen_binary
BRD-K07691486,REP.A011_HT29_24H_X3_B24,0.009015116932371971,0.0,0.0,HT29,filzen_binary
BRD-K02113016,REP.A012_HT29_24H_X1_B22,0.017157121032146477,0.0,0.0,HT29,filzen_binary
