pert_id,rna_plate,reciprocal_rank,top1_correct,top5_hit,cohort,method
BRD-K70301876,CPC004_MCF7_6H_X4,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC004_MCF7_6H_X4,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC004_MCF7_6H_X4,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC004_MCF7_6H_X4,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC004_MCF7_6H_X4,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC004_MCF7_6H_X5,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC004_MCF7_6H_X5,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC004_MCF7_6H_X5,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC004_MCF7_6H_X5,0.045454545454545456,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC004_MCF7_6H_X5,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC004_MCF7_6H_X5,0.047619047619047616,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC004_MCF7_6H_X5,0.034482758620689655,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC004_MCF7_6H_X5,0.045454545454545456,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC004_MCF7_6H_X5,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC004_MCF7_6H_X5,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC004_MCF7_6H_X5,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC004_MCF7_6H_X5,0.04,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67043667,CPC004_MCF7_6H_X5,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC004_MCF7_6H_X5,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC004_MCF7_6H_X5,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC004_MCF7_6H_X5,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC004_MCF7_6H_X5,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC004_MCF7_6H_X5,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC005_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC005_MCF7_6H_X1,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K27305650,CPC005_MCF7_6H_X1,0.03225806451612903,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K46211610,CPC005_MCF7_6H_X1,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67511046,CPC005_MCF7_6H_X1,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC005_MCF7_6H_X1,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC005_MCF7_6H_X2,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC005_MCF7_6H_X2,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K27305650,CPC005_MCF7_6H_X2,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K46211610,CPC005_MCF7_6H_X2,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67511046,CPC005_MCF7_6H_X2,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC005_MCF7_6H_X2,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC005_MCF7_6H_X3,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC005_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K27305650,CPC005_MCF7_6H_X3,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K46211610,CPC005_MCF7_6H_X3,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67511046,CPC005_MCF7_6H_X3,0.16666666666666666,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC005_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC005_MCF7_6H_X5,0.2,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC005_MCF7_6H_X5,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K27305650,CPC005_MCF7_6H_X5,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K46211610,CPC005_MCF7_6H_X5,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K67511046,CPC005_MCF7_6H_X5,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC005_MCF7_6H_X5,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC006_MCF7_6H_X1,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC006_MCF7_6H_X1,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC006_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC006_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC006_MCF7_6H_X2,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC006_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC006_MCF7_6H_X2,0.14285714285714285,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC006_MCF7_6H_X3,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC006_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC006_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC006_MCF7_6H_X4,0.16666666666666666,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC006_MCF7_6H_X4,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC006_MCF7_6H_X4,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC006_MCF7_6H_X4,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A26711594,CPC006_MCF7_6H_X5,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC006_MCF7_6H_X5,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC006_MCF7_6H_X5,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC006_MCF7_6H_X5,0.2,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC007_MCF7_6H_X1.A2,0.037037037037037035,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC007_MCF7_6H_X2,0.16666666666666666,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC007_MCF7_6H_X3,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC007_MCF7_6H_X4,0.03225806451612903,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC010_MCF7_6H_X2,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC010_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC010_MCF7_6H_X3,0.0625,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC010_MCF7_6H_X3,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC010_MCF7_6H_X4,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC010_MCF7_6H_X4,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC011_MCF7_6H_X1,0.030303030303030304,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC011_MCF7_6H_X1,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC011_MCF7_6H_X1,0.03571428571428571,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC011_MCF7_6H_X1,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC011_MCF7_6H_X1,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC011_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC011_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC011_MCF7_6H_X1,0.037037037037037035,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC011_MCF7_6H_X3,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC011_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC011_MCF7_6H_X3,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC011_MCF7_6H_X3,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC011_MCF7_6H_X3,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K89732114,CPC011_MCF7_6H_X3,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC011_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC011_MCF7_6H_X3,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC013_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC013_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC013_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC013_MCF7_6H_X2,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC013_MCF7_6H_X3.A2,0.029411764705882353,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC013_MCF7_6H_X3.A2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC013_MCF7_6H_X5,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC013_MCF7_6H_X5,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC014_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC014_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC014_MCF7_6H_X1,0.09090909090909091,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC014_MCF7_6H_X2,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC014_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC014_MCF7_6H_X2,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC014_MCF7_6H_X3,0.03225806451612903,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC014_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC014_MCF7_6H_X4,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC014_MCF7_6H_X4,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC014_MCF7_6H_X4,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K16478699,CPC014_MCF7_6H_X5,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K56343971,CPC014_MCF7_6H_X5,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K63923597,CPC014_MCF7_6H_X5,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC015_MCF7_6H_X1,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC015_MCF7_6H_X1,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC015_MCF7_6H_X1,0.034482758620689655,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC015_MCF7_6H_X1,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC015_MCF7_6H_X1,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC015_MCF7_6H_X1,0.14285714285714285,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC015_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC015_MCF7_6H_X1,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC015_MCF7_6H_X1,0.045454545454545456,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC015_MCF7_6H_X1,0.16666666666666666,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC015_MCF7_6H_X1,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC015_MCF7_6H_X1,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC015_MCF7_6H_X1,0.04,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC015_MCF7_6H_X1,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC015_MCF7_6H_X1,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC015_MCF7_6H_X1,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC015_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC015_MCF7_6H_X1,0.047619047619047616,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC015_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC015_MCF7_6H_X1,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC015_MCF7_6H_X2,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC015_MCF7_6H_X2,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC015_MCF7_6H_X2,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC015_MCF7_6H_X2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC015_MCF7_6H_X2,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC015_MCF7_6H_X2,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC015_MCF7_6H_X2,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC015_MCF7_6H_X2,0.09090909090909091,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC015_MCF7_6H_X2,0.03225806451612903,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC015_MCF7_6H_X2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC015_MCF7_6H_X2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC015_MCF7_6H_X2,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC015_MCF7_6H_X2,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC015_MCF7_6H_X2,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC015_MCF7_6H_X2,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC015_MCF7_6H_X2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC015_MCF7_6H_X2,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC015_MCF7_6H_X2,0.034482758620689655,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC015_MCF7_6H_X2,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC015_MCF7_6H_X2,0.03225806451612903,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC015_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC015_MCF7_6H_X3,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC015_MCF7_6H_X3,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC015_MCF7_6H_X3,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC015_MCF7_6H_X3,0.2,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC015_MCF7_6H_X3,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC015_MCF7_6H_X3,0.045454545454545456,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC015_MCF7_6H_X3,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC015_MCF7_6H_X3,0.047619047619047616,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC015_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC015_MCF7_6H_X3,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC015_MCF7_6H_X3,0.125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC015_MCF7_6H_X3,0.09090909090909091,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC015_MCF7_6H_X3,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC015_MCF7_6H_X3,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC015_MCF7_6H_X3,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC015_MCF7_6H_X3,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC015_MCF7_6H_X3,0.03125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC015_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC015_MCF7_6H_X3,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC015_MCF7_6H_X4,0.047619047619047616,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC015_MCF7_6H_X4,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC015_MCF7_6H_X4,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC015_MCF7_6H_X4,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC015_MCF7_6H_X4,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC015_MCF7_6H_X4,0.037037037037037035,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC015_MCF7_6H_X4,0.25,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC015_MCF7_6H_X4,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC015_MCF7_6H_X4,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC015_MCF7_6H_X4,0.030303030303030304,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC015_MCF7_6H_X4,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC015_MCF7_6H_X4,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC015_MCF7_6H_X4,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC015_MCF7_6H_X4,0.037037037037037035,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC015_MCF7_6H_X4,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC015_MCF7_6H_X4,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC015_MCF7_6H_X4,0.14285714285714285,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC015_MCF7_6H_X4,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC015_MCF7_6H_X4,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC015_MCF7_6H_X4,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC015_MCF7_6H_X5,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A55913614,CPC015_MCF7_6H_X5,0.03571428571428571,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A75552914,CPC015_MCF7_6H_X5,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC015_MCF7_6H_X5,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K25394294,CPC015_MCF7_6H_X5,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K28936863,CPC015_MCF7_6H_X5,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC015_MCF7_6H_X5,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC015_MCF7_6H_X5,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38055836,CPC015_MCF7_6H_X5,0.06666666666666667,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC015_MCF7_6H_X5,0.03125,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K60770992,CPC015_MCF7_6H_X5,0.09090909090909091,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K66353228,CPC015_MCF7_6H_X5,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K70301876,CPC015_MCF7_6H_X5,0.03571428571428571,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K71103788,CPC015_MCF7_6H_X5,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K75958195,CPC015_MCF7_6H_X5,0.058823529411764705,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC015_MCF7_6H_X5,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K79759585,CPC015_MCF7_6H_X5,0.05,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC015_MCF7_6H_X5,0.08333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92093830,CPC015_MCF7_6H_X5,0.029411764705882353,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC015_MCF7_6H_X5,0.14285714285714285,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67043667,CPC016_MCF7_6H_X1,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67043667,CPC016_MCF7_6H_X2,0.043478260869565216,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67043667,CPC016_MCF7_6H_X5,0.038461538461538464,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC017_MCF7_6H_X1,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC017_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC017_MCF7_6H_X2,0.5,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC017_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC017_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC017_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC017_MCF7_6H_X5,0.2,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC017_MCF7_6H_X5,0.09090909090909091,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC018_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC018_MCF7_6H_X1,0.030303030303030304,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC018_MCF7_6H_X2,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC018_MCF7_6H_X2,0.030303030303030304,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K78126613,CPC018_MCF7_6H_X3,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K97181089,CPC018_MCF7_6H_X3,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC020_MCF7_6H_X1,0.1,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC020_MCF7_6H_X1,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC020_MCF7_6H_X1,0.05555555555555555,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC020_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K22031190,CPC020_MCF7_6H_X1,0.3333333333333333,0.0,1.0,phase1_test,raw_modz_consensus
BRD-K29458283,CPC020_MCF7_6H_X1,0.1111111111111111,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K32247306,CPC020_MCF7_6H_X1,0.037037037037037035,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K38197229,CPC020_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K46211610,CPC020_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67043667,CPC020_MCF7_6H_X1,0.05263157894736842,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K67511046,CPC020_MCF7_6H_X1,1.0,1.0,1.0,phase1_test,raw_modz_consensus
BRD-K77695569,CPC020_MCF7_6H_X1,0.045454545454545456,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K92049597,CPC020_MCF7_6H_X1,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K95237249,CPC020_MCF7_6H_X1,0.041666666666666664,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A36217750,CPC020_MCF7_6H_X2,0.07692307692307693,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A54880345,CPC020_MCF7_6H_X2,0.03333333333333333,0.0,0.0,phase1_test,raw_modz_consensus
BRD-A79981887,CPC020_MCF7_6H_X2,0.07142857142857142,0.0,0.0,phase1_test,raw_modz_consensus
BRD-K02265150,CPC020_MCF7_6H_X2,0.5,0.0,1.0,phase1_test,raw_modz_consensus
