pert_id,rna_plate,average_precision,top1_correct,top5_hit,split,method
BRD-K68507560,CPC017_MCF7_6H_X2,0.04507182878299835,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPC017_MCF7_6H_X2,0.08281213279925373,0.0,1.0,validation,filzen_continuous
BRD-A29734509,CPC017_MCF7_6H_X3,0.02963391334365485,0.0,0.0,validation,filzen_continuous
BRD-K30240666,CPC017_MCF7_6H_X3,0.022145909056002114,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPC017_MCF7_6H_X3,0.09288543901774118,1.0,1.0,validation,filzen_continuous
BRD-K68507560,CPC017_MCF7_6H_X3,0.04505709223312711,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPC017_MCF7_6H_X3,0.02759289948524077,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPC017_MCF7_6H_X5,0.037036019606953755,0.0,0.0,validation,filzen_continuous
BRD-K30240666,CPC017_MCF7_6H_X5,0.02873785525071733,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPC017_MCF7_6H_X5,0.06520798034074812,0.0,1.0,validation,filzen_continuous
BRD-K68507560,CPC017_MCF7_6H_X5,0.04245515619247629,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPC017_MCF7_6H_X5,0.04286704693588748,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPC018_MCF7_6H_X1,0.04178457105229241,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPC018_MCF7_6H_X1,0.14994395245876502,0.0,1.0,validation,filzen_continuous
BRD-K54233340,CPC018_MCF7_6H_X1,0.38423476170948107,1.0,1.0,validation,filzen_continuous
BRD-K96354014,CPC018_MCF7_6H_X1,0.04777756418074606,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPC018_MCF7_6H_X2,0.040122409542418316,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPC018_MCF7_6H_X2,0.046374273581470386,0.0,0.0,validation,filzen_continuous
BRD-K54233340,CPC018_MCF7_6H_X2,0.5878237245311347,1.0,1.0,validation,filzen_continuous
BRD-K96354014,CPC018_MCF7_6H_X2,0.04771236468601608,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPC018_MCF7_6H_X3,0.05398134981368356,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPC018_MCF7_6H_X3,0.11046702560655265,1.0,1.0,validation,filzen_continuous
BRD-K54233340,CPC018_MCF7_6H_X3,0.08196659822882868,0.0,0.0,validation,filzen_continuous
BRD-K96354014,CPC018_MCF7_6H_X3,0.03361034750954697,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPC020_MCF7_6H_X1,0.05690508300495464,0.0,1.0,validation,filzen_continuous
BRD-K11129031,CPC020_MCF7_6H_X1,0.06588029710390857,0.0,0.0,validation,filzen_continuous
BRD-K32821942,CPC020_MCF7_6H_X1,0.03377930967283535,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPC020_MCF7_6H_X1,0.02847445621474058,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPC020_MCF7_6H_X1,0.044734977494142035,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPC020_MCF7_6H_X1,0.03965686332524045,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPC020_MCF7_6H_X1,0.1037810409196001,1.0,1.0,validation,filzen_continuous
BRD-K86301799,CPC020_MCF7_6H_X1,0.11279941504642872,1.0,1.0,validation,filzen_continuous
BRD-A29734509,CPC020_MCF7_6H_X2,0.03152605983605332,0.0,0.0,validation,filzen_continuous
BRD-K11129031,CPC020_MCF7_6H_X2,0.050071784763034595,0.0,0.0,validation,filzen_continuous
BRD-K32821942,CPC020_MCF7_6H_X2,0.03601312322190508,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPC020_MCF7_6H_X2,0.060930939133872,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPC020_MCF7_6H_X2,0.0399005958817284,0.0,1.0,validation,filzen_continuous
BRD-K79131256,CPC020_MCF7_6H_X2,0.061952979120711314,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPC020_MCF7_6H_X2,0.07206918726882107,0.0,1.0,validation,filzen_continuous
BRD-K86301799,CPC020_MCF7_6H_X2,0.0402314654853344,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPC020_MCF7_6H_X3,0.04473300290246234,0.0,1.0,validation,filzen_continuous
BRD-K11129031,CPC020_MCF7_6H_X3,0.12499504977012799,1.0,1.0,validation,filzen_continuous
BRD-K32821942,CPC020_MCF7_6H_X3,0.024828758461544434,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPC020_MCF7_6H_X3,0.048678859802236275,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPC020_MCF7_6H_X3,0.035605691206620514,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPC020_MCF7_6H_X3,0.059887154000197784,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPC020_MCF7_6H_X3,0.033277412370079286,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPC020_MCF7_6H_X3,0.049167601455065164,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPC020_MCF7_6H_X5,0.052363782954205164,0.0,0.0,validation,filzen_continuous
BRD-K11129031,CPC020_MCF7_6H_X5,0.04904053988501939,0.0,0.0,validation,filzen_continuous
BRD-K32821942,CPC020_MCF7_6H_X5,0.02560791771152711,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPC020_MCF7_6H_X5,0.11381149795260133,1.0,1.0,validation,filzen_continuous
BRD-K60762818,CPC020_MCF7_6H_X5,0.045962036829088136,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPC020_MCF7_6H_X5,0.06611826667303901,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPC020_MCF7_6H_X5,0.04034897155690151,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPC020_MCF7_6H_X5,0.02979171759773048,0.0,0.0,validation,filzen_continuous
BRD-A06352418,CPD001_MCF7_6H_X1,0.08814077327531465,0.0,0.0,validation,filzen_continuous
BRD-A09056319,CPD001_MCF7_6H_X1,0.03543434279452512,0.0,0.0,validation,filzen_continuous
BRD-A25234499,CPD001_MCF7_6H_X1,0.1315066372335812,1.0,1.0,validation,filzen_continuous
BRD-A29734509,CPD001_MCF7_6H_X1,0.06708233446276056,0.0,1.0,validation,filzen_continuous
BRD-A42759514,CPD001_MCF7_6H_X1,0.06541014865025309,0.0,1.0,validation,filzen_continuous
BRD-A97701745,CPD001_MCF7_6H_X1,0.06136934656784937,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPD001_MCF7_6H_X1,0.17597987678651136,1.0,1.0,validation,filzen_continuous
BRD-K11129031,CPD001_MCF7_6H_X1,0.06250039221207909,0.0,0.0,validation,filzen_continuous
BRD-K28307902,CPD001_MCF7_6H_X1,0.052343624583478805,0.0,1.0,validation,filzen_continuous
BRD-K30240666,CPD001_MCF7_6H_X1,0.11760676485224293,1.0,1.0,validation,filzen_continuous
BRD-K32821942,CPD001_MCF7_6H_X1,0.05074274077542335,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPD001_MCF7_6H_X1,0.08286926563606431,0.0,1.0,validation,filzen_continuous
BRD-K46937689,CPD001_MCF7_6H_X1,0.08902844923863247,0.0,1.0,validation,filzen_continuous
BRD-K55127134,CPD001_MCF7_6H_X1,0.109738218925196,1.0,1.0,validation,filzen_continuous
BRD-K57569181,CPD001_MCF7_6H_X1,0.0332753312170827,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPD001_MCF7_6H_X1,0.06043498536793039,0.0,1.0,validation,filzen_continuous
BRD-K68507560,CPD001_MCF7_6H_X1,0.06549401861517833,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPD001_MCF7_6H_X1,0.07618012337410812,0.0,1.0,validation,filzen_continuous
BRD-K85119730,CPD001_MCF7_6H_X1,0.08102216981166778,0.0,1.0,validation,filzen_continuous
BRD-K86301799,CPD001_MCF7_6H_X1,0.05198383425653723,0.0,1.0,validation,filzen_continuous
BRD-K96354014,CPD001_MCF7_6H_X1,0.02666631897099856,0.0,0.0,validation,filzen_continuous
BRD-A06352418,CPD001_MCF7_6H_X1.A2,0.029374485142589835,0.0,0.0,validation,filzen_continuous
BRD-A09056319,CPD001_MCF7_6H_X1.A2,0.05922921491431528,0.0,0.0,validation,filzen_continuous
BRD-A25234499,CPD001_MCF7_6H_X1.A2,0.14751614696827373,0.0,1.0,validation,filzen_continuous
BRD-A29734509,CPD001_MCF7_6H_X1.A2,0.05444195757257148,0.0,0.0,validation,filzen_continuous
BRD-A42759514,CPD001_MCF7_6H_X1.A2,0.04718088722027601,0.0,0.0,validation,filzen_continuous
BRD-A97701745,CPD001_MCF7_6H_X1.A2,0.052953646184848914,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPD001_MCF7_6H_X1.A2,0.17831731196717507,1.0,1.0,validation,filzen_continuous
BRD-K11129031,CPD001_MCF7_6H_X1.A2,0.07926086013982395,0.0,1.0,validation,filzen_continuous
BRD-K28307902,CPD001_MCF7_6H_X1.A2,0.0412039494763432,0.0,1.0,validation,filzen_continuous
BRD-K30240666,CPD001_MCF7_6H_X1.A2,0.0573408718259918,0.0,1.0,validation,filzen_continuous
BRD-K32821942,CPD001_MCF7_6H_X1.A2,0.03424502643111738,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPD001_MCF7_6H_X1.A2,0.08126946709488671,0.0,1.0,validation,filzen_continuous
BRD-K46937689,CPD001_MCF7_6H_X1.A2,0.10820363040757153,0.0,1.0,validation,filzen_continuous
BRD-K55127134,CPD001_MCF7_6H_X1.A2,0.10975618533553515,1.0,1.0,validation,filzen_continuous
BRD-K57569181,CPD001_MCF7_6H_X1.A2,0.03098581594239394,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPD001_MCF7_6H_X1.A2,0.03204134992052775,0.0,0.0,validation,filzen_continuous
BRD-K68507560,CPD001_MCF7_6H_X1.A2,0.04203254215407982,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPD001_MCF7_6H_X1.A2,0.08209602038584211,0.0,1.0,validation,filzen_continuous
BRD-K85119730,CPD001_MCF7_6H_X1.A2,0.045072189043885665,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPD001_MCF7_6H_X1.A2,0.030468945812547728,0.0,0.0,validation,filzen_continuous
BRD-K96354014,CPD001_MCF7_6H_X1.A2,0.04476384229725553,0.0,0.0,validation,filzen_continuous
BRD-A06352418,CPD001_MCF7_6H_X2,0.029582115393168767,0.0,0.0,validation,filzen_continuous
BRD-A09056319,CPD001_MCF7_6H_X2,0.03462628449488429,0.0,0.0,validation,filzen_continuous
BRD-A25234499,CPD001_MCF7_6H_X2,0.03901784609498395,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPD001_MCF7_6H_X2,0.07431827568295245,0.0,1.0,validation,filzen_continuous
BRD-A42759514,CPD001_MCF7_6H_X2,0.023086306206764624,0.0,0.0,validation,filzen_continuous
BRD-A97701745,CPD001_MCF7_6H_X2,0.01989302947984425,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPD001_MCF7_6H_X2,0.03828300024878457,0.0,0.0,validation,filzen_continuous
BRD-K11129031,CPD001_MCF7_6H_X2,0.07943327117186282,0.0,1.0,validation,filzen_continuous
BRD-K28307902,CPD001_MCF7_6H_X2,0.027333088619402188,0.0,0.0,validation,filzen_continuous
BRD-K30240666,CPD001_MCF7_6H_X2,0.02384511870116216,0.0,0.0,validation,filzen_continuous
BRD-K32821942,CPD001_MCF7_6H_X2,0.020225844652202556,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPD001_MCF7_6H_X2,0.10726581104681336,1.0,1.0,validation,filzen_continuous
BRD-K46937689,CPD001_MCF7_6H_X2,0.025358015991539373,0.0,0.0,validation,filzen_continuous
BRD-K55127134,CPD001_MCF7_6H_X2,0.061968220236452515,0.0,0.0,validation,filzen_continuous
BRD-K57569181,CPD001_MCF7_6H_X2,0.03407215013485173,0.0,0.0,validation,filzen_continuous
BRD-K60762818,CPD001_MCF7_6H_X2,0.05105039209472347,0.0,0.0,validation,filzen_continuous
BRD-K68507560,CPD001_MCF7_6H_X2,0.04798031834138874,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPD001_MCF7_6H_X2,0.058794785163001975,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPD001_MCF7_6H_X2,0.10435106921401584,1.0,1.0,validation,filzen_continuous
BRD-K86301799,CPD001_MCF7_6H_X2,0.06680283667343705,0.0,1.0,validation,filzen_continuous
BRD-K96354014,CPD001_MCF7_6H_X2,0.12256639738526182,1.0,1.0,validation,filzen_continuous
BRD-A06352418,CPD001_MCF7_6H_X3,0.0692662753097775,0.0,0.0,validation,filzen_continuous
BRD-A09056319,CPD001_MCF7_6H_X3,0.027252484189829056,0.0,0.0,validation,filzen_continuous
BRD-A25234499,CPD001_MCF7_6H_X3,0.03365107080670888,0.0,0.0,validation,filzen_continuous
BRD-A29734509,CPD001_MCF7_6H_X3,0.05617019045586682,0.0,1.0,validation,filzen_continuous
BRD-A42759514,CPD001_MCF7_6H_X3,0.039030336930090094,0.0,0.0,validation,filzen_continuous
BRD-A97701745,CPD001_MCF7_6H_X3,0.02339784478881295,0.0,0.0,validation,filzen_continuous
BRD-K01292756,CPD001_MCF7_6H_X3,0.02021672121590755,0.0,0.0,validation,filzen_continuous
BRD-K11129031,CPD001_MCF7_6H_X3,0.06842277475546593,0.0,0.0,validation,filzen_continuous
BRD-K28307902,CPD001_MCF7_6H_X3,0.02554032414532305,0.0,0.0,validation,filzen_continuous
BRD-K30240666,CPD001_MCF7_6H_X3,0.02535758329191683,0.0,0.0,validation,filzen_continuous
BRD-K32821942,CPD001_MCF7_6H_X3,0.03818469963552839,0.0,0.0,validation,filzen_continuous
BRD-K36927236,CPD001_MCF7_6H_X3,0.030316565295883093,0.0,0.0,validation,filzen_continuous
BRD-K46937689,CPD001_MCF7_6H_X3,0.11511131727716566,0.0,1.0,validation,filzen_continuous
BRD-K55127134,CPD001_MCF7_6H_X3,0.021804680468504072,0.0,0.0,validation,filzen_continuous
BRD-K57569181,CPD001_MCF7_6H_X3,0.07446969888093107,0.0,1.0,validation,filzen_continuous
BRD-K60762818,CPD001_MCF7_6H_X3,0.046632680505888605,0.0,1.0,validation,filzen_continuous
BRD-K68507560,CPD001_MCF7_6H_X3,0.03505386785255498,0.0,0.0,validation,filzen_continuous
BRD-K79131256,CPD001_MCF7_6H_X3,0.06331238508098545,0.0,0.0,validation,filzen_continuous
BRD-K85119730,CPD001_MCF7_6H_X3,0.07349134982156859,0.0,0.0,validation,filzen_continuous
BRD-K86301799,CPD001_MCF7_6H_X3,0.03511435989892576,0.0,0.0,validation,filzen_continuous
BRD-K96354014,CPD001_MCF7_6H_X3,0.07593219677077344,0.0,1.0,validation,filzen_continuous
BRD-A47598013,CPD002_MCF7_6H_X1,0.03530120977818175,0.0,0.0,validation,filzen_continuous
BRD-A64977602,CPD002_MCF7_6H_X1,0.03441295905850608,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPD002_MCF7_6H_X1,0.05420557440523216,0.0,0.0,validation,filzen_continuous
BRD-K25224017,CPD002_MCF7_6H_X1,0.047432069075301404,0.0,0.0,validation,filzen_continuous
BRD-K39987650,CPD002_MCF7_6H_X1,0.38321674854245147,1.0,1.0,validation,filzen_continuous
BRD-A47598013,CPD002_MCF7_6H_X2,0.0465551078743196,0.0,0.0,validation,filzen_continuous
BRD-A64977602,CPD002_MCF7_6H_X2,0.025810010317746903,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPD002_MCF7_6H_X2,0.05165437012279573,0.0,0.0,validation,filzen_continuous
BRD-K25224017,CPD002_MCF7_6H_X2,0.06402642026761197,0.0,1.0,validation,filzen_continuous
BRD-K39987650,CPD002_MCF7_6H_X2,0.5568318484753413,1.0,1.0,validation,filzen_continuous
BRD-A47598013,CPD002_MCF7_6H_X3,0.036766727948519456,0.0,0.0,validation,filzen_continuous
BRD-A64977602,CPD002_MCF7_6H_X3,0.02991845811360239,0.0,0.0,validation,filzen_continuous
BRD-A91699651,CPD002_MCF7_6H_X3,0.04248924764989773,0.0,0.0,validation,filzen_continuous
BRD-K25224017,CPD002_MCF7_6H_X3,0.04263622052430871,0.0,0.0,validation,filzen_continuous
BRD-K39987650,CPD002_MCF7_6H_X3,0.2376297674189708,0.0,1.0,validation,filzen_continuous
BRD-K37991163,CPD003_MCF7_6H_X1,0.036107103192603976,0.0,0.0,validation,filzen_continuous
BRD-K37991163,CPD003_MCF7_6H_X2,0.027007646912770914,0.0,0.0,validation,filzen_continuous
BRD-K80738081,DEB001_MCF7_6H_X2,0.034634998049504824,0.0,0.0,validation,filzen_continuous
BRD-K88378636,DEB001_MCF7_6H_X2,0.034162203562901214,0.0,0.0,validation,filzen_continuous
BRD-K80738081,DEB001_MCF7_6H_X3,0.049071385922329284,0.0,0.0,validation,filzen_continuous
BRD-K88378636,DEB001_MCF7_6H_X3,0.020380400220964233,0.0,0.0,validation,filzen_continuous
BRD-K80738081,DEB001_MCF7_6H_X5,0.04143405952078689,0.0,0.0,validation,filzen_continuous
BRD-K88378636,DEB001_MCF7_6H_X5,0.01766813586493065,0.0,0.0,validation,filzen_continuous
BRD-K88378636,HOG001_MCF7_6H_X2,0.35407683605799356,1.0,1.0,validation,filzen_continuous
BRD-K88378636,HOG001_MCF7_6H_X3,0.05917280196011981,0.0,1.0,validation,filzen_continuous
BRD-K88378636,HOG001_MCF7_6H_X4,0.07585536635262441,0.0,0.0,validation,filzen_continuous
BRD-K88378636,HOG002_MCF7_6H_X1,0.3522426295057986,1.0,1.0,validation,filzen_continuous
BRD-K88378636,HOG002_MCF7_6H_X2,0.17226749201540087,0.0,1.0,validation,filzen_continuous
BRD-K88378636,HOG002_MCF7_6H_X3,0.044758828627272665,0.0,0.0,validation,filzen_continuous
BRD-A91699651,HOG003_MCF7_6H_X1,0.035269983657048955,0.0,0.0,validation,filzen_continuous
BRD-K88378636,HOG003_MCF7_6H_X1,0.12489455488581153,0.0,0.0,validation,filzen_continuous
BRD-A91699651,HOG003_MCF7_6H_X2,0.06193444117076014,0.0,1.0,validation,filzen_continuous
BRD-K88378636,HOG003_MCF7_6H_X2,0.26214128222703625,1.0,1.0,validation,filzen_continuous
BRD-A91699651,HOG003_MCF7_6H_X3,0.05020526368958708,0.0,0.0,validation,filzen_continuous
BRD-K88378636,HOG003_MCF7_6H_X3,0.35256509878839015,1.0,1.0,validation,filzen_continuous
BRD-A91699651,HOG003_MCF7_6H_X4,0.03188828239859349,0.0,0.0,validation,filzen_continuous
BRD-K88378636,HOG003_MCF7_6H_X4,0.4005935656722341,1.0,1.0,validation,filzen_continuous
BRD-K63068307,LJP001_MCF7_6H_X1,0.12770279231356454,1.0,1.0,validation,filzen_continuous
BRD-K63068307,LJP001_MCF7_6H_X2,0.03657133089631157,0.0,0.0,validation,filzen_continuous
BRD-K63068307,LJP001_MCF7_6H_X3,0.21337312211255843,1.0,1.0,validation,filzen_continuous
BRD-K63068307,LJP001_MCF7_6H_X4,0.052062447528544234,0.0,0.0,validation,filzen_continuous
BRD-A66559694,MUC.CP002_MCF7_6H_X1,0.033318520220304286,0.0,0.0,validation,filzen_continuous
BRD-A66559694,MUC.CP002_MCF7_6H_X2,0.01915738830779789,0.0,0.0,validation,filzen_continuous
BRD-A66559694,MUC.CP002_MCF7_6H_X3,0.17512398097300014,0.0,1.0,validation,filzen_continuous
BRD-K68143200,MUC.CP003_MCF7_6H_X1,0.06678599226294417,0.0,0.0,validation,filzen_continuous
BRD-K68143200,MUC.CP003_MCF7_6H_X2,0.03173181156819111,0.0,0.0,validation,filzen_continuous
BRD-K68143200,MUC.CP003_MCF7_6H_X3,0.027281082238223838,0.0,0.0,validation,filzen_continuous
BRD-A76490030,MUC.CP005_MCF7_6H_X1,0.03157320285809609,0.0,0.0,validation,filzen_continuous
BRD-K79131256,MUC.CP005_MCF7_6H_X1,0.045185671065039325,0.0,0.0,validation,filzen_continuous
BRD-A76490030,MUC.CP005_MCF7_6H_X2,0.022871643229384828,0.0,0.0,validation,filzen_continuous
BRD-K79131256,MUC.CP005_MCF7_6H_X2,0.05398053136239613,0.0,0.0,validation,filzen_continuous
BRD-A76490030,MUC.CP005_MCF7_6H_X3,0.03725709835099127,0.0,0.0,validation,filzen_continuous
BRD-K79131256,MUC.CP005_MCF7_6H_X3,0.05119917438872807,0.0,0.0,validation,filzen_continuous
BRD-K28307902,RAD001_MCF7_6H_X1,0.025308903565876697,0.0,0.0,validation,filzen_continuous
BRD-K57569181,RAD001_MCF7_6H_X1,0.026881927899935033,0.0,0.0,validation,filzen_continuous
BRD-K80738081,RAD001_MCF7_6H_X1,0.04216525052395148,0.0,1.0,validation,filzen_continuous
BRD-K28307902,RAD001_MCF7_6H_X2,0.022850983540304164,0.0,0.0,validation,filzen_continuous
BRD-K57569181,RAD001_MCF7_6H_X2,0.03225164808685261,0.0,0.0,validation,filzen_continuous
BRD-K80738081,RAD001_MCF7_6H_X2,0.025266055090140713,0.0,0.0,validation,filzen_continuous
BRD-K55127134,ASG001_MCF7_6H_X2,0.023145674912387056,0.0,0.0,validation,filzen_binary
BRD-K88378636,ASG001_MCF7_6H_X2,0.14954695906092474,0.0,0.0,validation,filzen_binary
BRD-A06352418,CPC004_MCF7_6H_X1,0.024831770998591157,0.0,0.0,validation,filzen_binary
BRD-A09056319,CPC004_MCF7_6H_X1,0.027262041550195397,0.0,0.0,validation,filzen_binary
BRD-A25234499,CPC004_MCF7_6H_X1,0.028314174739008505,0.0,0.0,validation,filzen_binary
BRD-A29734509,CPC004_MCF7_6H_X1,0.03711762910929946,0.0,0.0,validation,filzen_binary
BRD-A42759514,CPC004_MCF7_6H_X1,0.027569629033539822,0.0,0.0,validation,filzen_binary
BRD-A64977602,CPC004_MCF7_6H_X1,0.027451048099306527,0.0,0.0,validation,filzen_binary
BRD-A66559694,CPC004_MCF7_6H_X1,0.04873563540046574,0.0,0.0,validation,filzen_binary
BRD-A91699651,CPC004_MCF7_6H_X1,0.06435282255189705,0.0,0.0,validation,filzen_binary
BRD-A97701745,CPC004_MCF7_6H_X1,0.025507559804253788,0.0,0.0,validation,filzen_binary
BRD-K25224017,CPC004_MCF7_6H_X1,0.029392333016382596,0.0,0.0,validation,filzen_binary
BRD-K28307902,CPC004_MCF7_6H_X1,0.0861202020911232,0.0,1.0,validation,filzen_binary
BRD-K30240666,CPC004_MCF7_6H_X1,0.026927378069524447,0.0,0.0,validation,filzen_binary
BRD-K37991163,CPC004_MCF7_6H_X1,0.025299466747218752,0.0,0.0,validation,filzen_binary
BRD-K39987650,CPC004_MCF7_6H_X1,0.02810491259437384,0.0,0.0,validation,filzen_binary
BRD-K46937689,CPC004_MCF7_6H_X1,0.026305544265299043,0.0,0.0,validation,filzen_binary
BRD-K54233340,CPC004_MCF7_6H_X1,0.792189208098299,1.0,1.0,validation,filzen_binary
BRD-K60762818,CPC004_MCF7_6H_X1,0.03845866781166631,0.0,0.0,validation,filzen_binary
BRD-K68507560,CPC004_MCF7_6H_X1,0.027759356367730848,0.0,0.0,validation,filzen_binary
BRD-K79131256,CPC004_MCF7_6H_X1,0.08063822049660865,0.0,0.0,validation,filzen_binary
BRD-K86301799,CPC004_MCF7_6H_X1,0.039265071486127776,0.0,0.0,validation,filzen_binary
BRD-A06352418,CPC004_MCF7_6H_X2,0.024831770998591157,0.0,0.0,validation,filzen_binary
BRD-A09056319,CPC004_MCF7_6H_X2,0.027262041550195397,0.0,0.0,validation,filzen_binary
BRD-A25234499,CPC004_MCF7_6H_X2,0.028314174739008505,0.0,0.0,validation,filzen_binary
BRD-A29734509,CPC004_MCF7_6H_X2,0.03711762910929946,0.0,0.0,validation,filzen_binary
BRD-A42759514,CPC004_MCF7_6H_X2,0.027569629033539822,0.0,0.0,validation,filzen_binary
BRD-A64977602,CPC004_MCF7_6H_X2,0.027451048099306527,0.0,0.0,validation,filzen_binary
BRD-A66559694,CPC004_MCF7_6H_X2,0.04873563540046574,0.0,0.0,validation,filzen_binary
BRD-A91699651,CPC004_MCF7_6H_X2,0.06435282255189705,0.0,0.0,validation,filzen_binary
BRD-A97701745,CPC004_MCF7_6H_X2,0.025507559804253788,0.0,0.0,validation,filzen_binary
BRD-K25224017,CPC004_MCF7_6H_X2,0.029392333016382596,0.0,0.0,validation,filzen_binary
BRD-K28307902,CPC004_MCF7_6H_X2,0.0861202020911232,0.0,1.0,validation,filzen_binary
BRD-K30240666,CPC004_MCF7_6H_X2,0.026927378069524447,0.0,0.0,validation,filzen_binary
BRD-K37991163,CPC004_MCF7_6H_X2,0.025299466747218752,0.0,0.0,validation,filzen_binary
BRD-K39987650,CPC004_MCF7_6H_X2,0.02810491259437384,0.0,0.0,validation,filzen_binary
BRD-K46937689,CPC004_MCF7_6H_X2,0.026305544265299043,0.0,0.0,validation,filzen_binary
BRD-K54233340,CPC004_MCF7_6H_X2,0.792189208098299,1.0,1.0,validation,filzen_binary
BRD-K60762818,CPC004_MCF7_6H_X2,0.03845866781166631,0.0,0.0,validation,filzen_binary
BRD-K68507560,CPC004_MCF7_6H_X2,0.027759356367730848,0.0,0.0,validation,filzen_binary
BRD-K79131256,CPC004_MCF7_6H_X2,0.08063822049660865,0.0,0.0,validation,filzen_binary
BRD-K86301799,CPC004_MCF7_6H_X2,0.039265071486127776,0.0,0.0,validation,filzen_binary
BRD-A06352418,CPC004_MCF7_6H_X4,0.024821336455434318,0.0,0.0,validation,filzen_binary
BRD-A09056319,CPC004_MCF7_6H_X4,0.027251489804780014,0.0,0.0,validation,filzen_binary
BRD-A25234499,CPC004_MCF7_6H_X4,0.028303545965672226,0.0,0.0,validation,filzen_binary
BRD-A29734509,CPC004_MCF7_6H_X4,0.037106950275892184,0.0,0.0,validation,filzen_binary
BRD-A42759514,CPC004_MCF7_6H_X4,0.02755892750147499,0.0,0.0,validation,filzen_binary
BRD-A64977602,CPC004_MCF7_6H_X4,0.027440409861795963,0.0,0.0,validation,filzen_binary
BRD-A66559694,CPC004_MCF7_6H_X4,0.04872494671694352,0.0,0.0,validation,filzen_binary
BRD-A91699651,CPC004_MCF7_6H_X4,0.06434187428012406,0.0,0.0,validation,filzen_binary
BRD-A97701745,CPC004_MCF7_6H_X4,0.02549672418833389,0.0,0.0,validation,filzen_binary
BRD-K25224017,CPC004_MCF7_6H_X4,0.0293814074178209,0.0,0.0,validation,filzen_binary
BRD-K28307902,CPC004_MCF7_6H_X4,0.08610926259165692,0.0,1.0,validation,filzen_binary
BRD-K30240666,CPC004_MCF7_6H_X4,0.02691643168854295,0.0,0.0,validation,filzen_binary
BRD-K37991163,CPC004_MCF7_6H_X4,0.025288421862209896,0.0,0.0,validation,filzen_binary
BRD-K39987650,CPC004_MCF7_6H_X4,0.028093860517117916,0.0,0.0,validation,filzen_binary
BRD-K46937689,CPC004_MCF7_6H_X4,0.026294392463638835,0.0,0.0,validation,filzen_binary
BRD-K54233340,CPC004_MCF7_6H_X4,0.792189208098299,1.0,1.0,validation,filzen_binary
BRD-K60762818,CPC004_MCF7_6H_X4,0.038447304655576026,0.0,0.0,validation,filzen_binary
BRD-K68507560,CPC004_MCF7_6H_X4,0.027748088250262162,0.0,0.0,validation,filzen_binary
BRD-K79131256,CPC004_MCF7_6H_X4,0.08062665874085599,0.0,0.0,validation,filzen_binary
BRD-A06352418,CPC004_MCF7_6H_X5,0.024837018623516116,0.0,0.0,validation,filzen_binary
BRD-A09056319,CPC004_MCF7_6H_X5,0.027267466298984324,0.0,0.0,validation,filzen_binary
