gene_id,neural_weight_norm,lda_loading_norm,neural_rank,lda_rank,combined_rank
5889,0.27881157,0.12265819824246255,666.0,869.0,767.5
5796,0.26527297,0.14069552859036374,815.0,728.0,771.5
1399,0.26841515,0.13747689354579262,786.0,761.0,773.5
3033,0.2754555,0.12760550613051175,713.0,834.0,773.5
2017,0.27080053,0.13453866885631743,764.0,785.0,774.5
89910,0.26627734,0.13907630838973964,807.0,743.0,775.0
6772,0.2819282,0.11553541032811221,636.0,914.0,775.0
23271,0.26124132,0.14301410250092306,846.0,707.0,776.5
3895,0.25180605,0.14980317690759135,918.0,637.0,777.5
10131,0.2593107,0.1444864982383033,862.0,693.0,777.5
23443,0.26339784,0.14196691137841877,834.0,721.0,777.5
25839,0.2639622,0.140636262131061,829.0,729.0,779.0
56654,0.25752082,0.14565262142145916,878.0,680.0,779.0
4043,0.25051025,0.14983324134684228,925.0,636.0,780.5
5721,0.276673,0.12207274236485981,692.0,874.0,783.0
6464,0.28110144,0.11336320870981263,643.0,923.0,783.0
226,0.2822519,0.11010891609544507,631.0,938.0,784.5
873,0.27781072,0.11995989076512867,681.0,889.0,785.0
7082,0.24278426,0.15176618558155183,957.0,613.0,785.0
60528,0.25200468,0.14736576763350273,916.0,658.0,787.0
5261,0.23247358,0.15285501957958103,972.0,603.0,787.5
55847,0.2780025,0.11862461230677095,679.0,896.0,787.5
949,0.25584665,0.1447291796532823,887.0,691.0,789.0
1829,0.25668553,0.14356953646833573,882.0,702.0,792.0
5289,0.2669637,0.13452397180866443,801.0,787.0,794.0
81544,0.26027575,0.13911492768191117,856.0,741.0,798.5
27032,0.27253765,0.1245634551549004,746.0,854.0,800.0
387,0.24975248,0.14645399377187787,931.0,671.0,801.0
79921,0.2638343,0.13530327699745562,830.0,778.0,804.0
847,0.27470684,0.12042715184659364,726.0,884.0,805.0
5867,0.27535906,0.11914312139175232,718.0,892.0,805.0
652,0.2697779,0.12741145712248858,776.0,836.0,806.0
808,0.26232156,0.13588367702145707,839.0,774.0,806.5
3454,0.2789236,0.10480894298856136,665.0,949.0,807.0
7016,0.26677546,0.13110374698026306,802.0,812.0,807.0
6856,0.26488522,0.13383350044161546,820.0,795.0,807.5
7077,0.2703436,0.12631700769142407,773.0,843.0,808.0
3482,0.26239148,0.13482724930549017,838.0,780.0,809.0
3122,0.27404103,0.1194252530407284,732.0,890.0,811.0
30001,0.27251866,0.12128827418229714,747.0,877.0,812.0
5699,0.24484433,0.14622196635737952,950.0,674.0,812.0
4794,0.27872217,0.10066537510422618,667.0,958.0,812.5
51335,0.27991873,0.08739717017638421,654.0,975.0,814.5
351,0.27672088,0.10916662815518478,690.0,941.0,815.5
10493,0.2703767,0.12326731837088034,772.0,863.0,817.5
2769,0.26869804,0.12491229043097343,785.0,851.0,818.0
6194,0.2735687,0.11728582988260393,737.0,904.0,820.5
9670,0.2646381,0.129731632727899,824.0,822.0,823.0
79902,0.2735061,0.11537872210685779,738.0,917.0,827.5
8446,0.2526479,0.1389763238047878,910.0,745.0,827.5
10652,0.27167705,0.11768646301621823,755.0,901.0,828.0
3091,0.2753179,0.11070337856332137,720.0,936.0,828.0
7105,0.27452493,0.11094664729546387,727.0,934.0,830.5
2736,0.27632377,0.09858605538050506,701.0,964.0,832.5
348,0.27070108,0.11807794022238784,767.0,898.0,832.5
10221,0.25145695,0.13837971401453075,920.0,750.0,835.0
8985,0.24644065,0.140946192829504,946.0,725.0,835.5
4312,0.24887414,0.14015391768326227,936.0,736.0,836.0
2523,0.25710854,0.13384700398682395,881.0,794.0,837.5
10857,0.24868333,0.13950039842035905,937.0,739.0,838.0
8835,0.25125965,0.13802101964695468,921.0,758.0,839.5
53343,0.26035288,0.1294454228768486,854.0,825.0,839.5
9650,0.2604363,0.12925300864200817,853.0,827.0,840.0
